player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Joe McKnight, KCRB",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Dez Bryant*, DalWRO",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Arrelious Benn*, JaxWRIR",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Marcus Easley*, BufWRO",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Dennis Pitta*, BalTEO",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Tony Moeaki, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0
"Dorin Dickerson*, TenTEIR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andrew Quarless*, GBTEIR",SD,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Webb, CarQB",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Seyi Ajirotutu, PhiWR",NYG,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Richie Brockel, CarTED",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz*, NYGWRO",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Marlon Moore, CleWRQ",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"James Develin*, NERBIR",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Tyler Clutts, DalRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Lance Kendricks*, StLTEO",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Greg Little, CinWR",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Stevan Ridley*, NYJRBO",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Ricky Stanzi, NYGQB",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Luke Stocker, TBTEQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Niles Paul*, WshTEIR",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Tyrod Taylor, BufQBQ",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Taiwan Jones, OakRB, CBQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordan Todman, PitRB",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Roy Helu, OakRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Richard Gordon, DenTE",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Lee Smith, OakTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Armon Binns, KCWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andre Holmes, OakWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Allen Reisner*, BalTEIR",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Konrad Reuland, BalTE",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Chase Reynolds, StLRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Robert Griffin, WshQB",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nick Foles, StLQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Weeden, DalQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kellen Moore, DalQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Doug Martin, TBRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bernard Pierce*, JaxRBO",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Cyrus Gray, KCRB",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"James Hanna, DalTEQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Justin Blackmon, JaxWRSSPD",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Stephen Hill*, CarWRIR",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Brian Quick, StLWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Nick Toon, NOWRQ",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0
"Daryl Richardson, NYJRB",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Austin Davis, CleQB",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Cory Harkey, StLTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brian Tyms*, NEWRIR",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, MinRB",KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"G.J. Kinne, PhiQB",NYG,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Cole Beasley, DalWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Derrick Coleman, SeaRBSSPD",Car,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Lance Dunbar*, DalRBIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Dominique Jones, DenTE",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Rod Streater, OakWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matt Simms, BufQB",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Bobby Rainey, TBRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Deonte Thompson, BufWRQ",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"LaRon Byrd, MiaWR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Chase Ford, MinTE",KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
