Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
WR,Lance Moore,3000,Chi@Det 01:00PM ET,6.24,Det
WR,Jason Avant,3000,KC@Min 01:00PM ET,2.22,KC
TE,Vernon Davis,3000,Bal@SF 04:25PM ET,6.3,SF
WR,Andre Caldwell,3000,Den@Cle 01:00PM ET,0.78,Den
WR,Dwayne Bowe,3000,Den@Cle 01:00PM ET,0,Cle
WR,Harry Douglas,3000,Mia@Ten 01:00PM ET,5.1,Ten
WR,Matthew Slater,3000,NE@Ind 08:30PM ET,0,NE
WR,Jerricho Cotchery,3000,Car@Sea 04:05PM ET,8.3,Car
RB,Jerome Felton,3000,Cin@Buf 01:00PM ET,0.04,Buf
RB,Cedric Peerman,3000,Cin@Buf 01:00PM ET,0,Cin
RB,Mike Tolbert,3000,Car@Sea 04:05PM ET,4.1,Car
WR,Andrew Hawkins,3000,Den@Cle 01:00PM ET,7.02,Cle
RB,John Kuhn,3000,SD@GB 04:25PM ET,1.64,GB
WR,Seyi Ajirotutu,3000,NYG@Phi 08:30PM ET,0,Phi
WR,Marlon Moore,3000,Den@Cle 01:00PM ET,0.5,Cle
WR,Brandon Tate,3000,Cin@Buf 01:00PM ET,2.5,Cin
RB,Darrel Young,3000,Was@NYJ 01:00PM ET,0.24,Was
WR,Brian Hartline,3000,Den@Cle 01:00PM ET,4.36,Cle
RB,Donald Brown,3000,SD@GB 04:25PM ET,0,SD
WR,Jordan Norwood,3000,Den@Cle 01:00PM ET,3.62,Den
RB,Shaun Draughn,3000,Den@Cle 01:00PM ET,0.775,Cle
RB,Bruce Miller,3000,Bal@SF 04:25PM ET,1.2,SF
WR,Marc Mariani,3000,Chi@Det 01:00PM ET,0,Chi
WR,Bryan Walters,3000,Hou@Jax 01:00PM ET,5.9,Jax
WR,Andre Roberts,3000,Was@NYJ 01:00PM ET,2.6,Was
WR,Jacoby Jones,3000,SD@GB 04:25PM ET,0,SD
RB,Fred Jackson,3000,Car@Sea 04:05PM ET,6.1,Sea
WR,Jeremy Ross,3000,Bal@SF 04:25PM ET,4.4,Bal
RB,Toby Gerhart,3000,Hou@Jax 01:00PM ET,0.333,Jax
RB,Dexter McCluster,3000,Mia@Ten 01:00PM ET,6.3,Ten
RB,Fozzy Whittaker,3000,Car@Sea 04:05PM ET,1.8,Car
WR,Marcus Easley,3000,Cin@Buf 01:00PM ET,0,Buf
RB,Matt Asiata,3000,KC@Min 01:00PM ET,2.45,Min
WR,Denarius Moore,3000,Cin@Buf 01:00PM ET,-1,Buf
TE,Jordan Cameron,3000,Mia@Ten 01:00PM ET,7.25,Mia
TE,Coby Fleener,3000,NE@Ind 08:30PM ET,7.76,Ind
WR,Greg Little,3000,Cin@Buf 01:00PM ET,0,Cin
WR,Jeremy Kerley,3000,Was@NYJ 01:00PM ET,3.825,NYJ
RB,Anthony Sherman,3000,KC@Min 01:00PM ET,0.2,KC
RB,Will Tukuafu,3000,Car@Sea 04:05PM ET,0,Sea
RB,Robert Turbin,3000,Den@Cle 01:00PM ET,0,Cle
RB,Will Johnson,3000,Ari@Pit 01:00PM ET,1.34,Pit
WR,Michael Floyd,3000,Ari@Pit 01:00PM ET,3.68,Ari
RB,Chris Polk,3000,Hou@Jax 01:00PM ET,5.9,Hou
RB,Jacquizz Rodgers,3000,Chi@Det 01:00PM ET,1.22,Chi
RB,Jarryd Hayne,3000,Bal@SF 04:25PM ET,0.64,SF
RB,Kenjon Barner,3000,NYG@Phi 08:30PM ET,0,Phi
RB,Zach Line,3000,KC@Min 01:00PM ET,3.05,Min
WR,Chris Owusu,3000,Was@NYJ 01:00PM ET,4.75,NYJ
WR,Griff Whalen,3000,NE@Ind 08:30PM ET,0.52,Ind
RB,Derrick Coleman,3000,Car@Sea 04:05PM ET,0.24,Sea
RB,Jonathan Grimes,3000,Hou@Jax 01:00PM ET,7.5,Hou
WR,Frankie Hammond Jr.,3000,KC@Min 01:00PM ET,0,KC
WR,Jaron Brown,3000,Ari@Pit 01:00PM ET,2.96,Ari
WR,Chris Givens,3000,Bal@SF 04:25PM ET,1.025,Bal
WR,Keshawn Martin,3000,NE@Ind 08:30PM ET,8.3,NE
WR,Myles White,3000,NYG@Phi 08:30PM ET,0,NYG
WR,B.J. Daniels,3000,Car@Sea 04:05PM ET,1.1,Sea
RB,Jordan Todman,3000,Ari@Pit 01:00PM ET,0.22,Pit
WR,Jarius Wright,3000,KC@Min 01:00PM ET,3.775,Min
RB,Brandon Bolden,3000,NE@Ind 08:30PM ET,0.9,NE
RB,Jonas Gray,3000,Mia@Ten 01:00PM ET,2.45,Mia
TE,Kyle Rudolph,3000,KC@Min 01:00PM ET,7.6,Min
RB,Zurlon Tipton,3000,NE@Ind 08:30PM ET,0.45,Ind
RB,Tommy Bohanon,3000,Was@NYJ 01:00PM ET,0.05,NYJ
WR,Ryan Grant,3000,Was@NYJ 01:00PM ET,4.76,Was
RB,Rex Burkhead,3000,Cin@Buf 01:00PM ET,1.54,Cin
RB,Nikita Whitlock,3000,NYG@Phi 08:30PM ET,0,NYG
RB,Stepfan Taylor,3000,Ari@Pit 01:00PM ET,0.5,Ari
WR,Tony Washington,3000,Hou@Jax 01:00PM ET,0.267,Jax
RB,Branden Oliver,3000,SD@GB 04:25PM ET,1.18,SD
WR,Dri Archer,3000,Ari@Pit 01:00PM ET,0,Pit
WR,Marquise Goodwin,3000,Cin@Buf 01:00PM ET,4.4,Buf
RB,Brandon Wegher,3000,Car@Sea 04:05PM ET,0,Car
WR,Kevin Norwood,3000,Car@Sea 04:05PM ET,0,Car
RB,Cierre Wood,3000,Cin@Buf 01:00PM ET,0.35,Buf
WR,Ricardo Lockette,3000,Car@Sea 04:05PM ET,0.66,Sea
RB,Denard Robinson,3000,Hou@Jax 01:00PM ET,3.7,Jax
WR,Bennie Fowler,3000,Den@Cle 01:00PM ET,3.54,Den
WR,Jared Abbrederis,3000,SD@GB 04:25PM ET,0,GB
WR,Marlon Brown,3000,Bal@SF 04:25PM ET,3.3,Bal
WR,Chris Matthews,3000,Car@Sea 04:05PM ET,1.44,Sea
WR,Aaron Dobson,3000,NE@Ind 08:30PM ET,6.367,NE
RB,Bernard Pierce,3000,Hou@Jax 01:00PM ET,0.96,Jax
WR,Quincy Enunwa,3000,Was@NYJ 01:00PM ET,3.425,NYJ
WR,Justin Hunter,3000,Mia@Ten 01:00PM ET,4.8,Ten
WR,Kenny Stills,3000,Mia@Ten 01:00PM ET,6.025,Mia
RB,Jay Prosch,3000,Hou@Jax 01:00PM ET,0.56,Hou
RB,Jalston Fowler,3000,Mia@Ten 01:00PM ET,2.525,Ten
WR,TJ Jones,3000,Chi@Det 01:00PM ET,0.7,Det
RB,Orleans Darkwa,3000,NYG@Phi 08:30PM ET,0,NYG
RB,Roosevelt Nix,3000,Ari@Pit 01:00PM ET,0,Pit
RB,Andre Williams,3000,NYG@Phi 08:30PM ET,4.02,NYG
RB,Rod Smith,3000,Car@Sea 04:05PM ET,0.5,Sea
RB,Malcolm Johnson,3000,Den@Cle 01:00PM ET,0.68,Cle
WR,Robert Woods,3000,Cin@Buf 01:00PM ET,6.88,Buf
RB,Juwan Thompson,3000,Den@Cle 01:00PM ET,0.74,Den
RB,James White,3000,NE@Ind 08:30PM ET,2.467,NE
RB,Michael Burton,3000,Chi@Det 01:00PM ET,0.62,Det
WR,Albert Wilson,3000,KC@Min 01:00PM ET,1.833,KC
RB,Corey Grant,3000,Hou@Jax 01:00PM ET,0.48,Jax
WR,DeAndrew White,3000,Bal@SF 04:25PM ET,1.9,SF
WR,Matt Hazel,3000,Mia@Ten 01:00PM ET,0,Mia
RB,Jeremy Langford,3000,Chi@Det 01:00PM ET,2.16,Chi
WR,J.J. Nelson,3000,Ari@Pit 01:00PM ET,-0.5,Ari
WR,Corey Fuller,3000,Chi@Det 01:00PM ET,1.9,Det
WR,Geremy Davis,3000,NYG@Phi 08:30PM ET,0.82,NYG
WR,Cameron Meredith,3000,Chi@Det 01:00PM ET,3.95,Chi
RB,Jerick McKinnon,3000,KC@Min 01:00PM ET,1.95,Min
WR,Corey Brown,3000,Car@Sea 04:05PM ET,5.125,Car
RB,Zach Zenner,3000,Chi@Det 01:00PM ET,1.52,Det
WR,Chris Conley,3000,KC@Min 01:00PM ET,2.3,KC
WR,Quinton Patton,3000,Bal@SF 04:25PM ET,3.62,SF
WR,Sammie Coates,3000,Ari@Pit 01:00PM ET,0.7,Pit
RB,Ka'Deem Carey,3000,Chi@Det 01:00PM ET,0,Chi
WR,Phillip Dorsett,3000,NE@Ind 08:30PM ET,5.26,Ind
WR,Rashad Ross,3000,Was@NYJ 01:00PM ET,4,Was
WR,Marqise Lee,3000,Hou@Jax 01:00PM ET,4.1,Jax
WR,Darren Waller,3000,Bal@SF 04:25PM ET,0.76,Bal
WR,DeVante Parker,3000,Mia@Ten 01:00PM ET,2.225,Mia
RB,Alonzo Harris,3000,SD@GB 04:25PM ET,0.567,GB
WR,Bruce Ellington,3000,Bal@SF 04:25PM ET,2.8,SF
RB,Aaron Ripkowski,3000,SD@GB 04:25PM ET,0,GB
WR,Devin Smith,3000,Was@NYJ 01:00PM ET,5.15,NYJ
RB,Raheem Mostert,3000,Mia@Ten 01:00PM ET,0,Mia
RB,Josh Robinson,3000,NE@Ind 08:30PM ET,2.44,Ind
WR,De'Anthony Thomas,3000,KC@Min 01:00PM ET,4.04,KC
WR,Cody Latimer,3000,Den@Cle 01:00PM ET,0,Den
WR,Chandler Worthy,3000,Hou@Jax 01:00PM ET,1.467,Hou
WR,Brittan Golden,3000,Ari@Pit 01:00PM ET,0,Ari
TE,Wes Saxton,3000,Was@NYJ 01:00PM ET,0,NYJ
RB,Tyler Varga,3000,NE@Ind 08:30PM ET,1,Ind
WR,Cordarrelle Patterson,3000,KC@Min 01:00PM ET,0.975,Min
RB,Damien Williams,3000,Mia@Ten 01:00PM ET,4.15,Mia
RB,Mike Davis,3000,Bal@SF 04:25PM ET,2.95,SF
WR,Devin Funchess,3000,Car@Sea 04:05PM ET,1.7,Car
RB,Cameron Artis-Payne,3000,Car@Sea 04:05PM ET,1.033,Car
WR,Jaelen Strong,3000,Hou@Jax 01:00PM ET,19.3,Hou
WR,Adam Thielen,3000,KC@Min 01:00PM ET,4.15,Min
WR,Mario Alford,3000,Cin@Buf 01:00PM ET,0,Cin
WR,Jeff Janis,3000,SD@GB 04:25PM ET,0,GB
DST,Titans ,2900,Mia@Ten 01:00PM ET,7.25,Ten
DST,Vikings ,2900,KC@Min 01:00PM ET,8.75,Min
DST,Giants ,2900,NYG@Phi 08:30PM ET,7.4,NYG
DST,Eagles ,2900,NYG@Phi 08:30PM ET,9.2,Phi
TE,Dwayne Allen,2900,NE@Ind 08:30PM ET,4.6,Ind
TE,Zach Ertz,2900,NYG@Phi 08:30PM ET,6.28,Phi
DST,Chiefs ,2800,KC@Min 01:00PM ET,5,KC
DST,Dolphins ,2800,Mia@Ten 01:00PM ET,3.25,Mia
TE,Larry Donnell,2800,NYG@Phi 08:30PM ET,9.68,NYG
TE,Maxx Williams,2800,Bal@SF 04:25PM ET,3.28,Bal
DST,Steelers ,2700,Ari@Pit 01:00PM ET,8.4,Pit
DST,Jaguars ,2700,Hou@Jax 01:00PM ET,3.4,Jax
TE,Owen Daniels,2700,Den@Cle 01:00PM ET,6.02,Den
TE,Marcedes Lewis,2700,Hou@Jax 01:00PM ET,1.8,Jax
TE,Crockett Gillmore,2700,Bal@SF 04:25PM ET,12.367,Bal
DST,Chargers ,2600,SD@GB 04:25PM ET,4.6,SD
