player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,targets,2-pt,fl,def_td,fan_pts,punt_td,kick_td

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Joe Webb, CarQB",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Williams, BufWRSSPD",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Williams, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seyi Ajirotutu, PhiWR",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Ballard, AriTE",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richie Brockel*, CarTEIR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz*, NYGWRO",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard Goodman, SDWR",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thaddeus Lewis, PhiQB",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Moore, CleWR",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Palmer, PitTE",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naaman Roosevelt, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfonso Smith, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryan Walters, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,1,5,0,1,0,0,0,0
"Logan Paulsen*, WshTEIR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Overbay, BalTE",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Maneri, NYJTE",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Tanner, NOWR",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harvey Unga, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danario Alexander, SDWR",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Vaughan, AtlRB",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James Develin*, NERBIR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Clutts, DalRB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christian Ponder, OakQB",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Locker, TenQB",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Baldwin, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blaine Gabbert, SFQB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lance Kendricks*, StLTEO",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rob Housler, CleTEQ",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leonard Hankerson, AtlWRQ",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vincent Brown, IndWR",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stevan Ridley*, NYJRBO",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Torrey Smith, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Austin Pettis, SDWR",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Mallett, HouQB",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrel Jernigan, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Williams*, DalRBIR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mikel Leshoure, DetRB",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Green, NYJRB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"DeMarco Sampson, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabe Miller, WshTE",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delone Carter, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ricky Stanzi, NYGQB",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruce Miller, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Rel Scott, NYGRB",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaun Chapas, BalRB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kris Durham, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Ausberry, DetTE",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stanley Havili, SeaRB",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evan Royster*, AtlRBIR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Salas, DetWRQ",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Yates, AtlQB",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilal Powell*, NYJRBO",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Owen Marecic, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Whalen, MinWR",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Sherman, KCRB",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kealoha Pilares, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denarius Moore, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niles Paul*, WshTEIR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.J. Williams, WshTE",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kendall Hunter*, SFRBO",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrod Taylor*, BufQBO",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aldrick Robinson, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cecil Shorts III*, HouWRO",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Todman, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tandon Doss, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roy Helu, OakRB",@SD,W 37-29,0/0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Dion Lewis*, NERBO",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julius Thomas, JaxTEQ",Buf,W 34-31,0/0,0,0,0,0,0,0,1,4,0,5,0,0,0,0
"Clyde Gates, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Burton, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Allen, BalRB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Taylor, KCTE",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lee Smith, OakTE",@SD,W 37-29,0/0,0,0,0,0,0,0,2,1,0,2,0,0,0,0
"Kyle Adams, TBTE",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armon Binns, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pat Devlin, CleQB",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DuJuan Harris, MinRB",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Hughes, AriRB",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ricardo Lockette, SeaWR",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kyle Miller, SDTE",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamar Newsome, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weslye Saunders, IndTE",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Phillip Smith, CleTE",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kris Adams, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Baker, NYJTE",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick DiMarco, AtlRB",@Ten,W 10-7,0/0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vidal Hazelton, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Asiata, MinRB",@Det,W 28-19,0/0,0,0,0,0,0,0,2,5,0,2,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Michael Higgins, MinTE",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Holmes, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Joseph Morgan, NOWR",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Powell, DetRB",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allen Reisner*, BalTEIR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Konrad Reuland, BalTE",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond Webber, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Campbell, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Davis, AtlWR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaun Draughn, CleRB",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaQuan Williams, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brett Brackett, TenTE",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kerry Taylor, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Rogers, MiaK",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lestar Jean, HouWR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamar Aiken, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,1,6,0,3,0,0,0,0
"Jeff Maehl, PhiWR",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McLeod Bethel-Thompson, MiaQB",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tori Gurley, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry Hynoski, NYGRB",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Preston, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phillip Tanner, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike McNeill, CarTE",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Gilreath, SeaWR",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Griffin, NYJRB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armond Smith, CarRB",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Cone, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase Reynolds, StLRB",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrelle Pryor, CleWR",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will Johnson, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Hardy, AriTE",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Griffin, WshQB",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Weeden, DalQB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kellen Moore, DalQB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Lindley, NEQB",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Wilson, NYGRBQ",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaiah Pead, StLRB",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaMike James, MiaRB",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bernard Pierce, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edwin Baker, NORB",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tauren Poole, BalRB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Rainey, AriRB",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyrus Gray, KCRB",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vick Ballard, IndRB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orson Charles, NORBSSPD",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Egnew, NOTE",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrien Robinson, NYGTE",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James Hanna, DalTE",@NYG,L 20-27,0/0,0,0,0,0,0,0,1,6,0,1,0,0,0,0
"Justin Blackmon, JaxWRSSPD",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Hill*, CarWRIR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Brian Quick, StLWR",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Marvin McNutt, WshWR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keshawn Martin*, NEWRO",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Adams, HouWR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Broyles, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Graham, NOWR",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Toon, NOWRQ",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devon Wylie, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A.J. Jenkins, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeVier Posey, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evan Rodriguez, TBTE",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhett Ellison, MinTE",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chandler Harnish, AriQB",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfred Morris, WshRB",TB,W 31-30,0/0,0,0,0,6,5,0,1,2,0,1,0,0,0,0
"Junior Hemingway, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaVon Brazill, IndWR",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Coale, PitWR",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Herron, BufRB",@Jax,L 31-34,0/0,0,0,0,2,9,0,1,3,0,1,0,0,0,0
"David Paulson, SDTE",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juron Criner, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bradie Ewing, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Ebert, AtlWR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Smelley, StLTE",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Streeter*, MiaWRIR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor Thompson, TenTE",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Childs, MinWR",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryce Brown, BufRB",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daryl Richardson, NYJRB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toney Clemons, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Potter*, MiaKIR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Smith, NYJRB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Nissley, AtlTE",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Davis, IndQB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kashif Moore, PitWR",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Corp, MiaQB",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Davis, CleQB",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Barden, DalTE",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Cooper, CleWR",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Celek, SFTE",Sea,L 3-20,0/0,0,0,0,0,0,0,1,8,0,1,0,0,0,0
"Gerell Robinson, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jewel Hampton, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cory Harkey, StLTE",Cle,W 24-6,0/0,0,0,0,0,0,0,1,4,0,1,0,0,0,0
"Giorgio Tavecchio, OakK",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brian Tyms*, NEWRIR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Stephens, BalQB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Carswell, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"G.J. Kinne, PhiQB",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Veldman, WshTE",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Elliott, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Moye, TenWR",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Szczerba, AtlTE",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derrick Coleman, SeaRB",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beau Brinkley, TenTE",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarrett Boykin, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lance Dunbar*, DalRBIR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tim Benford, PitWR",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jabin Sambrano, AtlWR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Page, TBWR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamar Jorden, MinWR",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rod Streater, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saalim Hakim, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Simms, BufQB",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Noble, JaxTE",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Givens, NOWR",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Byrne, SDTE",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Wiggs, SeaK",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Brown, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Travaris Cadet, NERB",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Edwards, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dimke, NOK",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bolden*, NERBO",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bobby Rainey, TBRB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,1,4,0,1,0,0,0,0
"Deonte Thompson, BufWRQ",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jared Green, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean McGrath, IndTE",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaRon Byrd, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brittan Golden, AriWRP",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emil Igwenagu, DetTE",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damaris Johnson, HouWR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrell Jackson, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Grimes, HouRB",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Eddy Carmona, OakK",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase Ford, MinTE",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Willie, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamize Olawale, OakRB",@SD,W 37-29,0/0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Cooper Helfet, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Hrapmann, MiaK",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bostick, MinTE",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tanney, TenQB",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamont Bryant, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Gordon, CleWRSSPD",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lance Lewis, NOWR",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
