,0,1,2,WR
935,"['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['Cecil Shorts III', 3200, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5, 'Cecil Shorts III', 3200, 8.0]"
936,"['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['Josh Huff', 3100, 8.5]","['Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5, 'Josh Huff', 3100, 8.5]"
937,"['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['Andrew Hawkins', 3000, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5, 'Andrew Hawkins', 3000, 8.0]"
938,"['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['Michael Floyd', 3000, 6.5]","['Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5, 'Michael Floyd', 3000, 6.5]"
939,"['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5, 'Marlon Brown', 3000, 7.0]"
940,"['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['Cecil Shorts III', 3200, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0, 'Cecil Shorts III', 3200, 8.0]"
941,"['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['Josh Huff', 3100, 8.5]","['Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0, 'Josh Huff', 3100, 8.5]"
942,"['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['Andrew Hawkins', 3000, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0, 'Andrew Hawkins', 3000, 8.0]"
943,"['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['Michael Floyd', 3000, 6.5]","['Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0, 'Michael Floyd', 3000, 6.5]"
944,"['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0, 'Marlon Brown', 3000, 7.0]"
945,"['Larry Fitzgerald', 7000, 23.0]","['Cecil Shorts III', 3200, 8.0]","['Josh Huff', 3100, 8.5]","['Larry Fitzgerald', 7000, 23.0, 'Cecil Shorts III', 3200, 8.0, 'Josh Huff', 3100, 8.5]"
946,"['Larry Fitzgerald', 7000, 23.0]","['Cecil Shorts III', 3200, 8.0]","['Andrew Hawkins', 3000, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Cecil Shorts III', 3200, 8.0, 'Andrew Hawkins', 3000, 8.0]"
947,"['Larry Fitzgerald', 7000, 23.0]","['Cecil Shorts III', 3200, 8.0]","['Michael Floyd', 3000, 6.5]","['Larry Fitzgerald', 7000, 23.0, 'Cecil Shorts III', 3200, 8.0, 'Michael Floyd', 3000, 6.5]"
948,"['Larry Fitzgerald', 7000, 23.0]","['Cecil Shorts III', 3200, 8.0]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Cecil Shorts III', 3200, 8.0, 'Marlon Brown', 3000, 7.0]"
949,"['Larry Fitzgerald', 7000, 23.0]","['Josh Huff', 3100, 8.5]","['Andrew Hawkins', 3000, 8.0]","['Larry Fitzgerald', 7000, 23.0, 'Josh Huff', 3100, 8.5, 'Andrew Hawkins', 3000, 8.0]"
950,"['Larry Fitzgerald', 7000, 23.0]","['Josh Huff', 3100, 8.5]","['Michael Floyd', 3000, 6.5]","['Larry Fitzgerald', 7000, 23.0, 'Josh Huff', 3100, 8.5, 'Michael Floyd', 3000, 6.5]"
951,"['Larry Fitzgerald', 7000, 23.0]","['Josh Huff', 3100, 8.5]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Josh Huff', 3100, 8.5, 'Marlon Brown', 3000, 7.0]"
952,"['Larry Fitzgerald', 7000, 23.0]","['Andrew Hawkins', 3000, 8.0]","['Michael Floyd', 3000, 6.5]","['Larry Fitzgerald', 7000, 23.0, 'Andrew Hawkins', 3000, 8.0, 'Michael Floyd', 3000, 6.5]"
953,"['Larry Fitzgerald', 7000, 23.0]","['Andrew Hawkins', 3000, 8.0]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Andrew Hawkins', 3000, 8.0, 'Marlon Brown', 3000, 7.0]"
954,"['Larry Fitzgerald', 7000, 23.0]","['Michael Floyd', 3000, 6.5]","['Marlon Brown', 3000, 7.0]","['Larry Fitzgerald', 7000, 23.0, 'Michael Floyd', 3000, 6.5, 'Marlon Brown', 3000, 7.0]"
955,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Allen Robinson', 5900, 20.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Allen Robinson', 5900, 20.0]"
956,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Allen Hurns', 5000, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Allen Hurns', 5000, 18.5]"
957,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Eric Decker', 4900, 19.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Eric Decker', 4900, 19.0]"
958,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Mike Wallace', 4500, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Mike Wallace', 4500, 18.5]"
959,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Anquan Boldin', 4300, 21.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Anquan Boldin', 4300, 21.0]"
960,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Kamar Aiken', 4300, 13.0]"
961,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Rishard Matthews', 4200, 13.0]"
962,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Doug Baldwin', 4100, 9.0]"
963,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Marvin Jones', 3500, 10.5]"
964,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Ted Ginn Jr.', 3400, 9.5]"
965,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Malcom Floyd', 3400, 8.0]"
966,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Cecil Shorts III', 3200, 8.0]"
967,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Josh Huff', 3100, 8.5]"
968,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Andrew Hawkins', 3000, 8.0]"
969,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Michael Floyd', 3000, 6.5]"
970,"['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5, 'Marlon Brown', 3000, 7.0]"
971,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Allen Hurns', 5000, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Allen Hurns', 5000, 18.5]"
972,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Eric Decker', 4900, 19.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Eric Decker', 4900, 19.0]"
973,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Mike Wallace', 4500, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Mike Wallace', 4500, 18.5]"
974,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Anquan Boldin', 4300, 21.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Anquan Boldin', 4300, 21.0]"
975,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Kamar Aiken', 4300, 13.0]"
976,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Rishard Matthews', 4200, 13.0]"
977,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Doug Baldwin', 4100, 9.0]"
978,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Marvin Jones', 3500, 10.5]"
979,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Ted Ginn Jr.', 3400, 9.5]"
980,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Malcom Floyd', 3400, 8.0]"
981,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Cecil Shorts III', 3200, 8.0]"
982,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Josh Huff', 3100, 8.5]"
983,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Andrew Hawkins', 3000, 8.0]"
984,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Michael Floyd', 3000, 6.5]"
985,"['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0, 'Marlon Brown', 3000, 7.0]"
986,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Eric Decker', 4900, 19.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Eric Decker', 4900, 19.0]"
987,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Mike Wallace', 4500, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Mike Wallace', 4500, 18.5]"
988,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Anquan Boldin', 4300, 21.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Anquan Boldin', 4300, 21.0]"
989,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Kamar Aiken', 4300, 13.0]"
990,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Rishard Matthews', 4200, 13.0]"
991,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Doug Baldwin', 4100, 9.0]"
992,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Marvin Jones', 3500, 10.5]"
993,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Ted Ginn Jr.', 3400, 9.5]"
994,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Malcom Floyd', 3400, 8.0]"
995,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Cecil Shorts III', 3200, 8.0]"
996,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Josh Huff', 3100, 8.5]"
997,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Andrew Hawkins', 3000, 8.0]"
998,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Michael Floyd', 3000, 6.5]"
999,"['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5, 'Marlon Brown', 3000, 7.0]"
1000,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Mike Wallace', 4500, 18.5]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Mike Wallace', 4500, 18.5]"
1001,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Anquan Boldin', 4300, 21.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Anquan Boldin', 4300, 21.0]"
1002,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Kamar Aiken', 4300, 13.0]"
1003,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Rishard Matthews', 4200, 13.0]"
1004,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Doug Baldwin', 4100, 9.0]"
1005,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Marvin Jones', 3500, 10.5]"
1006,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Ted Ginn Jr.', 3400, 9.5]"
1007,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Malcom Floyd', 3400, 8.0]"
1008,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Cecil Shorts III', 3200, 8.0]"
1009,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Josh Huff', 3100, 8.5]"
1010,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Andrew Hawkins', 3000, 8.0]"
1011,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Michael Floyd', 3000, 6.5]"
1012,"['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0, 'Marlon Brown', 3000, 7.0]"
1013,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Anquan Boldin', 4300, 21.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Anquan Boldin', 4300, 21.0]"
1014,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Kamar Aiken', 4300, 13.0]"
1015,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Rishard Matthews', 4200, 13.0]"
1016,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Doug Baldwin', 4100, 9.0]"
1017,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Marvin Jones', 3500, 10.5]"
1018,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Ted Ginn Jr.', 3400, 9.5]"
1019,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Malcom Floyd', 3400, 8.0]"
1020,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Cecil Shorts III', 3200, 8.0]"
1021,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Josh Huff', 3100, 8.5]"
1022,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Andrew Hawkins', 3000, 8.0]"
1023,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Michael Floyd', 3000, 6.5]"
1024,"['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5, 'Marlon Brown', 3000, 7.0]"
1025,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Kamar Aiken', 4300, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Kamar Aiken', 4300, 13.0]"
1026,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Rishard Matthews', 4200, 13.0]"
1027,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Doug Baldwin', 4100, 9.0]"
1028,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Marvin Jones', 3500, 10.5]"
1029,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Ted Ginn Jr.', 3400, 9.5]"
1030,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Malcom Floyd', 3400, 8.0]"
1031,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Cecil Shorts III', 3200, 8.0]"
1032,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Josh Huff', 3100, 8.5]"
1033,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Andrew Hawkins', 3000, 8.0]"
1034,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Michael Floyd', 3000, 6.5]"
1035,"['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0, 'Marlon Brown', 3000, 7.0]"
1036,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Rishard Matthews', 4200, 13.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Rishard Matthews', 4200, 13.0]"
1037,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Doug Baldwin', 4100, 9.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Doug Baldwin', 4100, 9.0]"
1038,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Marvin Jones', 3500, 10.5]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Marvin Jones', 3500, 10.5]"
1039,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Ted Ginn Jr.', 3400, 9.5]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Ted Ginn Jr.', 3400, 9.5]"
1040,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Malcom Floyd', 3400, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Malcom Floyd', 3400, 8.0]"
1041,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Cecil Shorts III', 3200, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Cecil Shorts III', 3200, 8.0]"
1042,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Josh Huff', 3100, 8.5]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Josh Huff', 3100, 8.5]"
1043,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Andrew Hawkins', 3000, 8.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Andrew Hawkins', 3000, 8.0]"
1044,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Michael Floyd', 3000, 6.5]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Michael Floyd', 3000, 6.5]"
1045,"['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['Marlon Brown', 3000, 7.0]","['T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0, 'Marlon Brown', 3000, 7.0]"
