,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
237,Javontee Herndon ,JAC,#24,232,101,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.69,0.07,2.99,2.29,$4500,0.51,2.99,$3000,1.0,2.29,$30000,0.08,2.99,$6000,0.5,2.29,$3000,0.76,2.99,$3000,1.0,2.99,$2000,1.5,2.29,$3500,0.65,2.29,$10,229.0,,,,
238,Chris Conley ,BUF,#9,233,102,0.44,0.01,0.0,0.0,0.0,0.0,1.08,13.86,0.07,2.94,2.4,$4900,0.49,2.94,$3000,0.98,2.4,$36000,0.07,2.94,$6000,0.49,2.41,$3500,0.69,2.94,$3000,0.98,2.95,$2000,1.48,2.4,$2500,0.96,2.4,$10,240.0,,,,
239,Nick Williams ,MIN,#16,234,103,0.0,0.0,0.0,0.0,0.0,0.0,1.16,15.74,0.03,2.93,2.35,$4500,0.52,2.93,$3000,0.98,2.35,$30000,0.08,2.93,$6000,0.49,2.35,$3000,0.78,2.93,$3000,0.98,2.93,$2000,1.47,2.35,$2100,1.12,2.35,$10,235.0,,,,
240,Jaelen Strong ,NO,#32,235,104,0.0,0.0,0.0,0.0,0.0,0.0,0.69,14.84,0.12,2.89,2.55,$4700,0.54,2.89,$3000,0.96,2.55,$44800,0.06,2.89,$6000,0.48,2.55,$3500,0.73,2.89,$3000,0.96,2.89,$2000,1.45,2.55,$2000,1.28,2.55,$10,255.0,,,,
241,Robert Turbin ,CAR,#3,236,61,0.0,0.0,0.0,4.05,17.15,0.07,0.52,3.23,0.0,2.8,2.54,$4900,0.52,2.89,$3200,0.9,2.54,$35000,0.07,2.8,$0,0.0,2.54,$3900,0.65,2.89,$3000,0.96,2.98,$2000,1.49,2.63,$1600,1.64,2.54,$0,0.0,,,,
242,Donteea Dye ,IND,#19,237,105,0.0,0.0,0.0,0.0,0.0,0.0,1.04,11.52,0.09,2.73,2.21,$4500,0.49,2.73,$3000,0.91,2.21,$30000,0.07,2.73,$6000,0.46,2.21,$3000,0.74,2.73,$3000,0.91,2.73,$2000,1.37,2.21,$2600,0.85,2.21,$10,221.0,,,,
243,Dion Sims ,NYJ,#5,238,40,0.0,0.0,0.0,0.0,0.0,0.0,1.17,9.18,0.11,2.73,2.14,$4600,0.47,2.75,$2500,1.1,2.14,$30000,0.07,2.73,$6000,0.46,2.14,$3000,0.71,2.75,$3000,0.92,2.77,$1700,1.63,2.16,$2000,1.08,2.14,$10,214.0,,,,
244,Tre Mason ,CIN,#14,239,62,0.0,0.0,0.0,1.54,5.37,0.06,1.02,5.54,0.05,2.73,2.22,$4900,0.45,2.75,$3000,0.92,2.22,$35000,0.06,2.73,$6000,0.46,2.22,$3900,0.57,2.75,$3000,0.92,2.77,$2000,1.39,2.24,$2100,1.07,2.22,$10,222.0,,,,
245,DeVante Parker ,NYJ,#5,240,106,0.0,0.0,0.0,0.0,0.0,0.0,1.25,12.92,0.03,2.72,2.1,$4500,0.47,2.73,$3000,0.91,2.1,$30000,0.07,2.72,$6000,0.45,2.1,$3800,0.55,2.73,$3000,0.91,2.74,$2000,1.37,2.11,$3000,0.7,2.1,$10,210.0,,,,
246,Andre Williams ,WSH,#18,241,63,0.0,0.0,0.0,3.6,11.01,0.02,0.86,6.49,0.0,2.71,2.28,$4800,0.48,2.72,$3000,0.91,2.28,$35000,0.07,2.71,$6000,0.45,2.28,$3800,0.6,2.72,$3000,0.91,2.73,$2000,1.37,2.29,$2600,0.88,2.28,$10,228.0,,,,
247,Marcel Reece ,TEN,#12,242,64,0.0,0.0,0.0,1.09,4.56,0.04,0.88,6.68,0.07,2.68,2.24,$5000,0.45,2.68,$3300,0.81,2.24,$44100,0.05,2.68,$6000,0.45,2.24,$3300,0.68,2.68,$3000,0.89,2.68,$2000,1.34,2.24,$2100,1.07,2.24,$10,224.0,,,,
248,Luke Willson ,PIT,#8,243,41,0.0,0.0,0.0,0.0,0.0,0.0,1.19,12.41,0.04,2.67,2.08,$4500,0.46,2.67,$2500,1.07,2.08,$43200,0.05,2.67,$6000,0.45,2.08,$3300,0.63,2.67,$3000,0.89,2.67,$1700,1.57,2.08,$2000,1.04,2.08,$10,208.0,,,,
249,Dwayne Allen ,TB,#17,244,42,0.0,0.0,0.0,0.0,0.0,0.0,1.17,11.2,0.06,2.65,2.07,$4600,0.45,2.65,$2500,1.06,2.07,$30000,0.07,2.65,$6000,0.44,2.07,$3900,0.53,2.65,$3000,0.88,2.65,$2500,1.06,2.07,$2100,0.99,2.07,$10,207.0,,,,
250,Jim Dray ,BAL,#15,245,43,0.0,0.0,0.0,0.0,0.0,0.0,1.16,9.24,0.09,2.56,1.98,$4500,0.44,2.59,$2500,1.04,1.98,$30000,0.07,2.56,$6000,0.43,1.98,$3000,0.66,2.59,$3000,0.86,2.62,$1700,1.54,2.01,$2000,1.01,1.98,$10,198.0,,,,
251,Bishop Sankey ,OAK,#31,246,65,0.0,0.0,0.0,2.12,8.22,0.08,0.64,5.44,0.01,2.53,2.21,$4600,0.48,2.54,$3000,0.85,2.21,$35000,0.06,2.53,$6000,0.42,2.21,$3500,0.63,2.54,$3000,0.85,2.55,$2000,1.28,2.22,$2100,1.06,2.21,$10,221.0,,,,
252,Denard Robinson ,SD,#29,247,66,0.0,0.0,0.0,2.86,9.83,0.0,0.74,6.4,0.03,2.52,2.15,$5100,0.42,2.53,$3000,0.84,2.15,$35000,0.06,2.52,$6000,0.42,2.15,$3900,0.55,2.53,$3000,0.84,2.54,$2100,1.21,2.16,$3100,0.7,2.15,$11,195.45,,,,
253,Lance Kendricks ,CIN,#14,248,44,0.0,0.0,0.0,0.0,0.0,0.0,1.05,9.82,0.08,2.51,1.99,$4800,0.41,2.51,$2700,0.93,1.99,$39300,0.05,2.51,$6000,0.42,1.99,$3000,0.66,2.51,$3000,0.84,2.51,$1700,1.48,1.99,$2000,1.0,1.99,$10,199.0,,,,
254,Scott Chandler ,DEN,#2,249,45,0.0,0.0,0.0,0.0,0.0,0.0,0.99,12.1,0.03,2.44,1.95,$4600,0.42,2.38,$2500,0.95,1.89,$30000,0.06,2.44,$6000,0.41,1.95,$3300,0.59,2.44,$3000,0.81,2.44,$2200,1.11,1.95,$2000,0.98,1.95,$10,195.0,,,,
255,Ed Dickson ,DAL,#22,249,45,0.0,0.0,0.0,0.0,0.0,0.0,1.17,10.52,0.04,2.44,1.86,$4800,0.39,2.45,$2500,0.98,1.86,$30000,0.06,2.44,$6000,0.41,1.86,$3000,0.62,2.45,$3000,0.82,2.46,$1700,1.45,1.87,$2000,0.94,1.86,$10,186.0,,,,
256,Marlon Brown ,CLE,#28,250,107,0.0,0.0,0.0,0.0,0.0,0.0,0.94,9.84,0.06,2.28,1.81,$4500,0.4,2.29,$3300,0.69,1.81,$30000,0.06,2.28,$6000,0.38,1.81,$3800,0.48,2.29,$3000,0.76,2.3,$2000,1.15,1.82,$3000,0.61,1.81,$10,181.0,,,,
257,Rhett Ellison ,ATL,#20,251,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.03,0.06,2.24,1.74,$4500,0.39,2.25,$2500,0.9,1.74,$30000,0.06,2.24,$6000,0.37,1.74,$3000,0.58,2.25,$3000,0.75,2.26,$1700,1.33,1.75,$2000,0.88,1.74,$10,174.0,,,,
258,Tony Moeaki ,MIN,#16,252,47,0.0,0.0,0.0,0.0,0.0,0.0,0.89,8.25,0.08,2.2,1.75,$0,0.0,2.2,$2500,0.88,1.75,$30000,0.06,2.2,$6000,0.37,1.75,$3000,0.58,2.2,$3000,0.73,2.2,$1700,1.29,1.75,$0,0.0,1.75,$10,175.0,,,,
259,Josh Hill ,HOU,#11,253,48,0.0,0.0,0.0,0.0,0.0,0.0,0.74,8.01,0.1,2.12,1.75,$4800,0.36,2.13,$2500,0.85,1.75,$30000,0.06,2.12,$6000,0.35,1.75,$3500,0.5,2.13,$3000,0.71,2.14,$2000,1.07,1.76,$2000,0.88,1.75,$10,175.0,,,,
260,Craig Stevens ,OAK,#31,254,49,0.0,0.0,0.0,0.0,0.0,0.0,1.19,8.64,0.01,2.09,1.5,$4500,0.33,2.1,$2500,0.84,1.5,$30000,0.05,2.09,$6000,0.35,1.5,$3000,0.5,2.1,$3000,0.7,2.11,$1700,1.24,1.51,$2100,0.72,1.5,$10,150.0,,,,
261,Jeff Cumberland ,MIA,#27,255,50,0.0,0.0,0.0,0.0,0.0,0.0,0.78,7.73,0.07,1.97,1.58,$4500,0.35,1.97,$2500,0.79,1.58,$30000,0.05,1.97,$6000,0.33,1.58,$3300,0.48,1.97,$3000,0.66,1.97,$1700,1.16,1.58,$2000,0.79,1.58,$10,158.0,,,,
262,Jonathan Grimes ,NO,#32,256,67,0.0,0.0,0.0,1.64,6.08,0.05,0.58,3.98,0.01,1.95,1.66,$5200,0.32,1.95,$3000,0.65,1.66,$36800,0.05,1.95,$6000,0.33,1.66,$3800,0.44,1.95,$3200,0.61,1.95,$2000,0.98,1.66,$3500,0.47,1.66,$12,138.33,,,,
263,Levine Toilolo ,MIN,#16,257,51,0.0,0.0,0.0,0.0,0.0,0.0,1.13,8.19,0.0,1.91,1.34,$4500,0.3,1.93,$2500,0.77,1.34,$30000,0.04,1.91,$6000,0.32,1.34,$3000,0.45,1.93,$3000,0.64,1.95,$1700,1.15,1.36,$2100,0.65,1.34,$10,134.0,,,,
264,C.J. Fiedorowicz ,NO,#32,258,52,0.0,0.0,0.0,0.0,0.0,0.0,1.06,7.27,0.02,1.85,1.32,$4500,0.29,1.88,$2500,0.75,1.32,$30000,0.04,1.85,$6000,0.31,1.32,$3200,0.41,1.88,$3000,0.63,1.91,$1700,1.12,1.35,$2100,0.64,1.32,$10,132.0,,,,
265,Chris Gragg ,KC,#7,258,52,0.0,0.0,0.0,0.0,0.0,0.0,0.76,6.73,0.07,1.85,1.47,$4500,0.33,1.86,$2500,0.74,1.47,$30000,0.05,1.85,$6000,0.31,1.47,$3500,0.42,1.86,$3000,0.62,1.87,$1700,1.1,1.48,$2000,0.74,1.47,$10,147.0,,,,
266,Gavin Escobar ,CAR,#3,258,52,0.0,0.0,0.0,0.0,0.0,0.0,0.96,6.47,0.04,1.85,1.37,$4500,0.3,1.86,$2500,0.74,1.37,$30000,0.05,1.85,$6000,0.31,1.37,$3100,0.44,1.86,$3000,0.62,1.87,$1700,1.1,1.38,$2000,0.69,1.37,$10,137.0,,,,
267,Terron Ward ,MIN,#16,259,68,0.28,0.0,0.0,1.6,6.38,0.08,0.36,1.95,0.01,1.8,1.62,$4500,0.36,1.74,$3500,0.5,1.56,$35000,0.04,1.8,$6000,0.3,1.63,$3800,0.43,1.8,$3000,0.6,1.81,$2000,0.91,1.62,$2100,0.77,1.62,$10,162.0,,,,
268,Vance McDonald ,ARI,#6,260,53,0.0,0.0,0.0,0.0,0.0,0.0,0.8,6.24,0.06,1.78,1.38,$4600,0.3,1.78,$2700,0.66,1.38,$30000,0.05,1.78,$6000,0.3,1.38,$3550,0.39,1.78,$3000,0.59,1.78,$1700,1.05,1.38,$2100,0.66,1.38,$10,138.0,,,,
269,Greg Jennings ,NYJ,#5,261,108,0.0,0.0,0.0,0.0,0.0,0.0,0.87,7.34,0.02,1.66,1.23,$4500,0.27,1.69,$3000,0.56,1.23,$30000,0.04,1.66,$6000,0.28,1.23,$3500,0.35,1.69,$3000,0.56,1.72,$2000,0.86,1.26,$2600,0.48,1.23,$10,123.0,,,,
270,Cedric Peerman ,STL,#1,262,69,0.0,0.0,0.0,0.68,2.21,0.01,0.74,4.96,0.02,1.64,1.27,$4500,0.28,1.64,$3000,0.55,1.27,$0,0.0,1.64,$6000,0.27,1.27,$3000,0.42,1.64,$3000,0.55,1.64,$0,0.0,1.27,$2600,0.49,1.27,$10,127.0,,,,
271,Michael Hoomanawanui ,HOU,#11,263,54,0.0,0.0,0.0,0.0,0.0,0.0,0.74,5.26,0.05,1.53,1.16,$4600,0.25,1.55,$2500,0.62,1.16,$30000,0.04,1.53,$6000,0.26,1.16,$3500,0.33,1.55,$3000,0.52,1.57,$1700,0.92,1.18,$0,0.0,1.16,$10,116.0,,,,
272,Bruce Miller ,ARI,#6,264,70,0.0,0.0,0.0,0.58,3.37,0.02,0.35,3.34,0.06,1.5,1.33,$4500,0.3,1.5,$3000,0.5,1.33,$0,0.0,1.5,$6000,0.25,1.33,$0,0.0,1.5,$3000,0.5,1.5,$2000,0.75,1.33,$2100,0.63,1.33,$10,133.0,,,,
273,Benny Cunningham ,CIN,#14,265,71,0.0,0.0,0.0,1.22,3.54,0.01,0.59,3.25,0.02,1.45,1.15,$4600,0.25,1.46,$3000,0.49,1.15,$35000,0.03,1.45,$6000,0.24,1.15,$3500,0.33,1.46,$3000,0.49,1.47,$2000,0.74,1.16,$2600,0.45,1.15,$10,115.0,,,,
274,Andrew Quarless ,CHI,#25,266,55,0.0,0.0,0.0,0.0,0.0,0.0,0.71,5.26,0.03,1.42,1.06,$0,0.0,1.42,$2500,0.57,1.06,$30000,0.04,1.42,$6000,0.24,1.06,$3200,0.33,1.42,$3000,0.47,1.42,$0,0.0,1.06,$0,0.0,1.06,$10,106.0,,,,
275,Fred Jackson ,PIT,#8,267,72,0.0,0.0,0.0,0.54,2.33,0.01,0.66,4.28,0.01,1.42,1.09,$4900,0.22,1.43,$3000,0.48,1.09,$35000,0.03,1.42,$6000,0.24,1.09,$3900,0.28,1.43,$3000,0.48,1.44,$2000,0.72,1.1,$2100,0.52,1.09,$10,109.0,,,,
276,Marcedes Lewis ,SD,#29,268,56,0.0,0.0,0.0,0.0,0.0,0.0,0.53,4.25,0.07,1.4,1.13,$4500,0.25,1.4,$2500,0.56,1.13,$30000,0.04,1.4,$6000,0.23,1.13,$3300,0.34,1.4,$3000,0.47,1.4,$1700,0.82,1.13,$2200,0.51,1.13,$10,113.0,,,,
277,Sammie Coates ,SEA,#4,269,109,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.89,0.0,1.39,1.04,$4500,0.23,1.39,$3000,0.46,1.04,$30000,0.03,1.39,$6000,0.23,1.04,$3500,0.3,1.39,$3000,0.46,1.39,$2000,0.7,1.04,$2000,0.52,1.04,$10,104.0,,,,
278,Jerick McKinnon ,ATL,#20,270,73,0.31,0.0,0.0,1.44,4.42,0.04,0.43,2.0,0.01,1.38,1.17,$4500,0.26,1.38,$3000,0.46,1.17,$35000,0.03,1.38,$6000,0.23,1.17,$3800,0.31,1.38,$3000,0.46,1.39,$2000,0.7,1.17,$2100,0.56,1.17,$10,117.0,,,,
279,Matt Asiata ,ATL,#20,271,74,0.0,0.0,0.0,1.23,3.7,0.03,0.42,2.54,0.02,1.34,1.13,$4500,0.25,1.34,$3000,0.45,1.13,$35000,0.03,1.34,$6000,0.22,1.13,$3700,0.31,1.34,$3000,0.45,1.34,$2000,0.67,1.13,$2600,0.43,1.13,$10,113.0,,,,
280,Kyle Juszczyk ,CLE,#28,272,75,0.0,0.0,0.0,0.41,1.34,0.01,0.6,3.79,0.03,1.33,1.03,$4500,0.23,1.34,$3300,0.41,1.03,$0,0.0,1.33,$6000,0.22,1.03,$3000,0.34,1.34,$3000,0.45,1.35,$2000,0.68,1.04,$2100,0.5,1.03,$10,103.0,,,,
281,Bobby Rainey ,IND,#19,273,76,0.0,0.0,0.0,0.43,1.57,0.01,0.62,3.9,0.01,1.29,0.98,$4600,0.21,1.29,$3000,0.43,0.98,$35000,0.03,1.29,$6000,0.22,0.98,$3500,0.28,1.29,$3000,0.43,1.29,$2000,0.65,0.98,$2100,0.47,0.98,$10,98.0,,,,
282,Brandon Bolden ,DEN,#2,274,77,0.0,0.0,0.0,0.31,0.95,0.0,0.6,4.68,0.02,1.26,0.96,$5900,0.16,1.27,$3000,0.42,0.96,$35000,0.03,1.26,$6000,0.21,0.96,$4000,0.24,1.27,$3000,0.42,1.28,$2400,0.53,0.97,$3000,0.32,0.96,$12,80.0,,,,
283,T.J. Graham ,HOU,#11,275,110,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.11,0.05,1.21,1.01,$0,0.0,1.21,$3000,0.4,1.01,$30000,0.03,1.21,$6000,0.2,1.01,$3000,0.34,1.21,$3000,0.4,1.21,$2000,0.61,1.01,$1500,0.67,1.01,$10,101.0,,,,
284,Malcolm Johnson ,BAL,#15,276,78,0.0,0.0,0.0,0.37,1.04,0.0,0.64,4.1,0.0,1.15,0.83,$0,0.0,1.15,$3000,0.38,0.83,$0,0.0,1.15,$6000,0.19,0.83,$3000,0.28,1.15,$3000,0.38,1.15,$1700,0.68,0.83,$1600,0.52,0.83,$10,83.0,,,,
285,J.J. Nelson ,SF,#30,277,111,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5.6,0.06,1.14,1.03,$0,0.0,1.14,$3000,0.38,1.03,$56700,0.02,1.14,$6000,0.19,1.03,$3500,0.29,1.14,$3000,0.38,1.14,$2900,0.39,1.03,$2100,0.49,1.03,$10,103.0,,,,
286,Chase Ford ,CLE,#28,278,57,0.0,0.0,0.0,0.0,0.0,0.0,0.39,4.22,0.05,1.11,0.92,$4600,0.2,1.11,$2500,0.44,0.92,$30000,0.03,1.11,$0,0.0,0.92,$3000,0.31,1.11,$3000,0.37,1.11,$1700,0.65,0.92,$0,0.0,0.92,$10,92.0,,,,
287,Seyi Ajirotutu ,DET,#26,279,112,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.85,0.03,1.07,0.87,$4500,0.19,1.07,$3000,0.36,0.87,$30000,0.03,1.07,$6000,0.18,0.87,$3000,0.29,1.07,$3000,0.36,1.07,$2000,0.54,0.87,$1500,0.58,0.87,$10,87.0,,,,
288,Marlon Moore ,BAL,#15,279,112,0.32,0.01,0.0,0.0,0.0,0.0,0.36,5.95,0.01,1.07,0.89,$0,0.0,1.07,$3000,0.36,0.89,$30000,0.03,1.07,$6000,0.18,0.89,$3000,0.3,1.07,$3000,0.36,1.07,$2000,0.54,0.89,$2100,0.42,0.89,$10,89.0,,,,
289,Garrett Graham ,NO,#32,280,58,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.08,0.0,1.06,0.78,$4500,0.17,1.06,$2500,0.42,0.78,$30000,0.03,1.06,$6000,0.18,0.78,$3300,0.24,1.06,$3000,0.35,1.06,$1700,0.62,0.78,$2000,0.39,0.78,$10,78.0,,,,
290,Saalim Hakim ,BUF,#9,281,113,0.0,0.0,0.0,0.0,0.0,0.0,0.39,4.86,0.03,1.06,0.86,$0,0.0,1.06,$0,0.0,0.86,$0,0.0,1.06,$0,0.0,0.86,$3000,0.29,1.06,$3000,0.35,1.06,$2000,0.53,0.86,$0,0.0,0.86,$0,0.0,,,,
291,Bryan Walters ,SD,#29,282,114,0.0,0.0,0.0,0.0,0.0,0.0,0.41,5.22,0.02,1.05,0.85,$5200,0.16,1.05,$3000,0.35,0.85,$53900,0.02,1.05,$6000,0.18,0.85,$4300,0.2,1.05,$3000,0.35,1.05,$2000,0.53,0.85,$3000,0.28,0.85,$10,85.0,,,,
292,Jake Stoneburner ,NYJ,#5,283,59,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2.68,0.09,1.05,0.93,$4500,0.21,1.05,$2500,0.42,0.93,$30000,0.03,1.05,$6000,0.18,0.93,$3000,0.31,1.05,$3000,0.35,1.05,$1700,0.62,0.93,$0,0.0,0.93,$10,93.0,,,,
293,Brandon Pettigrew ,PHI,#10,283,59,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.16,0.03,1.05,0.82,$4500,0.18,1.05,$2500,0.42,0.82,$30000,0.03,1.05,$6000,0.18,0.82,$3000,0.27,1.05,$3000,0.35,1.05,$1700,0.62,0.82,$2000,0.41,0.82,$10,82.0,,,,
294,Raheem Mostert ,CLE,#28,284,79,0.0,0.0,0.0,0.74,3.44,0.02,0.32,2.6,0.0,1.04,0.88,$4900,0.18,1.04,$3000,0.35,0.88,$35000,0.03,1.04,$6000,0.17,0.88,$3000,0.29,1.04,$3000,0.35,1.04,$2000,0.52,0.88,$1600,0.55,0.88,$10,88.0,,,,
295,Kellen Davis ,MIA,#27,285,60,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.63,0.02,1.03,0.81,$4500,0.18,1.03,$2500,0.41,0.81,$30000,0.03,1.03,$6000,0.17,0.81,$3000,0.27,1.03,$3000,0.34,1.03,$1700,0.61,0.81,$2000,0.41,0.81,$10,81.0,,,,
296,Tim Hightower ,HOU,#11,286,80,0.0,0.0,0.0,1.13,4.99,0.06,0.14,0.51,0.0,1.03,0.96,$4500,0.21,1.04,$3000,0.35,0.96,$37100,0.03,1.03,$6000,0.17,0.96,$3000,0.32,1.04,$3000,0.35,1.05,$2300,0.46,0.97,$2100,0.46,0.96,$10,96.0,,,,
297,DeAndrew White ,ARI,#6,287,115,0.0,0.0,0.0,0.0,0.0,0.0,0.38,5.15,0.02,1.02,0.83,$4500,0.18,1.02,$3000,0.34,0.83,$30000,0.03,1.02,$6000,0.17,0.83,$3000,0.28,1.02,$3000,0.34,1.02,$2000,0.51,0.83,$1000,0.83,0.83,$10,83.0,,,,
298,Eric Weems ,MIN,#16,287,115,0.0,0.0,0.0,0.0,0.0,0.0,0.38,5.19,0.02,1.02,0.83,$4500,0.18,1.02,$3000,0.34,0.83,$30000,0.03,1.02,$6000,0.17,0.83,$3000,0.28,1.02,$3000,0.34,1.02,$2000,0.51,0.83,$2000,0.42,0.83,$10,83.0,,,,
299,Fozzy Whittaker ,DAL,#22,288,81,0.0,0.0,0.0,0.34,1.37,0.0,0.51,3.48,0.01,1.02,0.76,$4500,0.17,1.04,$3000,0.35,0.76,$35000,0.02,1.02,$6000,0.17,0.76,$3000,0.25,1.04,$3000,0.35,1.06,$2000,0.53,0.78,$2600,0.3,0.76,$10,76.0,,,,
300,Josh Bellamy ,GB,#21,289,116,0.0,0.0,0.0,0.0,0.0,0.0,0.34,4.27,0.04,1.01,0.84,$4500,0.19,1.01,$0,0.0,0.84,$30000,0.03,1.01,$0,0.0,0.84,$0,0.0,1.01,$0,0.0,1.01,$2000,0.51,0.84,$0,0.0,0.84,$0,0.0,,,,
301,Jeff Janis ,CHI,#25,289,116,0.0,0.0,0.0,0.0,0.0,0.0,0.22,4.93,0.05,1.01,0.9,$4500,0.2,1.01,$3000,0.34,0.9,$30000,0.03,1.01,$6000,0.17,0.9,$3000,0.3,1.01,$3000,0.34,1.01,$2000,0.51,0.9,$2100,0.43,0.9,$10,90.0,,,,
302,Virgil Green ,NE,#13,290,61,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2.78,0.08,1.0,0.88,$4500,0.2,1.0,$2500,0.4,0.88,$30000,0.03,1.0,$6000,0.17,0.88,$3500,0.25,1.0,$3000,0.33,1.0,$1700,0.59,0.88,$0,0.0,0.88,$10,88.0,,,,
303,Jordan Todman ,SEA,#4,291,82,0.0,0.0,0.01,1.11,5.66,0.03,0.17,0.61,0.01,1.0,0.92,$4700,0.2,1.02,$3000,0.34,0.91,$35000,0.03,1.01,$6000,0.17,0.91,$3000,0.3,1.02,$3000,0.34,1.03,$2000,0.52,0.93,$2600,0.36,0.92,$10,92.0,,,,
304,Devin Smith ,MIA,#27,292,117,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.87,0.01,0.96,0.75,$4600,0.16,0.96,$3000,0.32,0.75,$30000,0.03,0.96,$6000,0.16,0.75,$3000,0.25,0.96,$3000,0.32,0.96,$2000,0.48,0.75,$2500,0.3,0.75,$10,75.0,,,,
305,Clay Harbor ,SD,#29,293,62,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.31,0.05,0.96,0.8,$4500,0.18,0.96,$2500,0.38,0.8,$48900,0.02,0.96,$6000,0.16,0.8,$3000,0.27,0.96,$3000,0.32,0.96,$1700,0.56,0.8,$2000,0.4,0.8,$10,80.0,,,,
306,Rashad Ross ,NYG,#23,293,117,0.0,0.0,0.0,0.0,0.0,0.0,0.29,4.91,0.03,0.96,0.82,$4800,0.17,0.96,$3000,0.32,0.82,$30000,0.03,0.96,$6000,0.16,0.82,$3300,0.25,0.96,$3000,0.32,0.96,$2000,0.48,0.82,$2000,0.41,0.82,$10,82.0,,,,
307,Kaelin Clay ,CLE,#28,294,118,0.0,0.0,0.0,0.0,0.0,0.0,0.37,4.61,0.02,0.95,0.77,$0,0.0,0.95,$3000,0.32,0.77,$30000,0.03,0.95,$0,0.0,0.77,$3000,0.26,0.95,$3000,0.32,0.95,$2000,0.48,0.77,$1000,0.77,0.77,$10,77.0,,,,
308,Marqise Lee ,SD,#29,295,119,0.0,0.0,0.0,0.05,0.24,0.0,0.41,5.01,0.0,0.94,0.73,$4600,0.16,0.94,$3000,0.31,0.73,$30000,0.02,0.94,$6000,0.16,0.73,$3800,0.19,0.94,$3000,0.31,0.94,$2000,0.47,0.73,$3500,0.21,0.73,$11,66.36,,,,
309,Anthony Dixon ,KC,#7,296,83,0.0,0.0,0.0,0.28,1.1,0.0,0.42,3.53,0.01,0.92,0.71,$4600,0.15,0.93,$0,0.0,0.71,$35000,0.02,0.92,$0,0.0,0.71,$3500,0.2,0.93,$3000,0.31,0.94,$2000,0.47,0.72,$0,0.0,0.71,$0,0.0,,,,
310,Deonte Thompson ,GB,#21,297,120,0.0,0.0,0.0,0.0,0.0,0.0,0.32,4.21,0.03,0.92,0.76,$0,0.0,0.92,$3000,0.31,0.76,$30000,0.03,0.92,$6000,0.15,0.76,$3000,0.25,0.92,$3000,0.31,0.92,$2000,0.46,0.76,$1000,0.76,0.76,$10,76.0,,,,
311,Adam Thielen ,ATL,#20,298,121,0.0,0.0,0.0,0.01,0.06,0.0,0.38,4.23,0.02,0.91,0.72,$4500,0.16,0.92,$3000,0.31,0.72,$30000,0.02,0.91,$6000,0.15,0.72,$3500,0.21,0.92,$3000,0.31,0.93,$2000,0.47,0.73,$2000,0.37,0.72,$10,72.0,,,,
312,Jacoby Jones ,SEA,#4,298,121,0.0,0.0,0.0,0.0,0.0,0.0,0.34,4.54,0.02,0.91,0.74,$4500,0.16,0.91,$3000,0.3,0.74,$30000,0.02,0.91,$6000,0.15,0.74,$3500,0.21,0.91,$3000,0.3,0.91,$2000,0.46,0.74,$1000,0.74,0.74,$10,74.0,,,,
313,Senorise Perry ,GB,#21,299,84,0.0,0.0,0.0,0.6,2.67,0.01,0.35,2.43,0.0,0.9,0.73,$0,0.0,0.91,$0,0.0,0.73,$35000,0.02,0.9,$6000,0.15,0.73,$3000,0.24,0.91,$3000,0.3,0.92,$0,0.0,0.74,$0,0.0,0.73,$10,73.0,,,,
314,Will Johnson ,SEA,#4,300,85,0.19,0.0,0.01,0.74,4.77,0.03,0.12,0.62,0.01,0.89,0.84,$0,0.0,0.9,$3000,0.3,0.83,$0,0.0,0.9,$6000,0.15,0.83,$3000,0.28,0.9,$3000,0.3,0.9,$2000,0.45,0.84,$2100,0.4,0.84,$10,84.0,,,,
315,Patrick DiMarco ,MIN,#16,301,86,0.0,0.0,0.0,0.12,0.29,0.0,0.37,3.57,0.02,0.88,0.69,$4500,0.15,0.88,$3000,0.29,0.69,$0,0.0,0.88,$6000,0.15,0.69,$3000,0.23,0.88,$3000,0.29,0.88,$2000,0.44,0.69,$2100,0.33,0.69,$10,69.0,,,,
316,Colt McCoy ,NYG,#23,302,33,14.32,0.08,0.06,0.16,0.64,0.01,0.0,0.04,0.0,0.88,0.94,$5000,0.19,0.95,$5000,0.19,0.88,$75000,0.01,0.94,$10000,0.09,1.02,$5000,0.2,0.95,$3000,0.32,1.1,$4500,0.24,0.95,$4700,0.2,0.94,$20,47.0,,,,
