player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Tre Mason, StLRBQ",@Min,Sun 1:00,0/0,0,0,0,4.6,20.1,0.1,0.4,3.1,0,2.7
"Quinton Patton, SFWR",Atl,Sun 4:05,0/0,0,0,0,0,0,0,2.5,29.5,0.1,2.7
"Stedman Bailey, StLWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,1.7,20.9,0.1,2.4
"Jarius Wright, MinWR",StL,Sun 1:00,0/0,0,0,0,0.1,0.9,0,1.9,25.5,0,2.3
"Scott Chandler, NETE",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,1.5,17.1,0.2,2.3
"Jonas Gray, MiaRB",@Buf,Sun 1:00,0/0,0,0,0,3.9,15.7,0.2,0.9,7.5,0,2.2
"Shaun Draughn, SFRB",Atl,Sun 4:05,0/0,0,0,0,5.8,19.8,0.2,0.9,7.4,0,2.2
"Josh Hill, NOTE",Ten,Sun 1:00,0/0,0,0,0,0,0,0,1.2,12.1,0.2,2
"Devin Funchess, CarWR",GB,Sun 1:00,0/0,0,0,0,0,0,0,1.3,17.9,0.2,2
"Anthony Fasano, TenTE",@NO,Sun 1:00,0/0,0,0,0,0,0,0,1.3,15.1,0.2,1.9
"Tevin Coleman, AtlRB",@SF,Sun 4:05,0/0,0,0,0,4.5,19.4,0.1,0.6,4.6,0,1.9
"Dion Sims, MiaTE",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,1.6,17.3,0.2,1.9
"Jeff Cumberland, NYJTE",Jax,Sun 1:00,0/0,0,0,0,0,0,0,1.3,15.5,0.1,1.9
"Owen Daniels, DenTEP",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,1.8,19.4,0.1,1.9

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"John Phillips, SDTE",Chi,Mon 8:30,0/0,0,0,0,0,0,0,1.2,13.4,0.1,1.8
"Marcedes Lewis, JaxTE",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,1.7,18.9,0.1,1.7
"Andre Williams, NYGRB",@TB,Sun 4:05,0/0,0,0,0,4.4,16.3,0.1,0,0,0,1.7
"Michael Hoomanawanui, NOTE",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.1,0.1,1.7
"Mychal Rivera, OakTE",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,1.6,17.9,0.1,1.7
"Lance Kendricks, StLTE",@Min,Sun 1:00,0/0,0,0,0,0,0,0,1.6,16.4,0.1,1.7
"Bruce Ellington, SFWR",Atl,Sun 4:05,0/0,0,0,0,0,0,0,1.4,19.2,0.1,1.7
"Darrius Heyward-Bey, PitWR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,1.1,16.4,0.1,1.7
"Jordan Todman, PitRB",Oak,Sun 1:00,0/0,0,0,0,3.8,14.3,0.1,0.6,4.7,0,1.6
49ers D/STD/ST,Atl,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,1.6
"Seth Roberts, OakWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,1.4,15.7,0.1,1.5
"Ed Dickson, CarTEP",GB,Sun 1:00,0/0,0,0,0,0,0,0,1.1,13.1,0.1,1.5
"Benjamin Cunningham, StLRB",@Min,Sun 1:00,0/0,0,0,0,1.1,4.7,0,1.7,13.6,0,1.5
"Andre Holmes, OakWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.9,13.6,0.1,1.5
"Brian Quick, StLWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,1.1,15.8,0.1,1.5
"Greg Jennings, MiaWR",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0.9,12.7,0.1,1.5
"Quan Bray, IndRB",Den,Sun 4:25,0/0,0,0,0,0,0,0,1.1,14.8,0.1,1.5
"Cole Beasley, DalWR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,1.5,14.9,0.1,1.5
"Taiwan Jones, OakRB, CB",@Pit,Sun 1:00,0/0,0,0,0,2.2,8.7,0,1.3,10.4,0.1,1.4
"Derek Carrier, WshTE",@NE,Sun 1:00,0/0,0,0,0,0,0,0,1,11,0.1,1.4
"Marlon Moore, CleWR",@Cin,L 10-31,0/0,0,0,0,0,0,0,0.9,12.7,0.1,1.3
"Blake Bell, SFTE",Atl,Sun 4:05,0/0,0,0,0,0,0,0,0.9,10.4,0.1,1.3
"Jerick McKinnon, MinRB",StL,Sun 1:00,0/0,0,0,0,4.1,17.6,0,0.3,2.1,0,1.2
"Charles Johnson, MinWR",StL,Sun 1:00,0/0,0,0,0,0,0,0,1,15,0,1.2
"Robert Turbin, CleRB",@Cin,L 10-31,0/0,0,0,0,2.5,11.8,0,0.3,2.1,0,1.2
"Mike Tolbert, CarRB",GB,Sun 1:00,0/0,0,0,0,2.3,8.9,0.1,0.9,6.1,0.1,1.1
"Tim Hightower, NORB",Ten,Sun 1:00,0/0,0,0,0,2.2,9.4,0.1,0.8,6.4,0,0.9
"Josh Huff, PhiWR",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0.8,9.4,0,0.5
"Justin Perillo, GBTE",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0.7,7.7,0.1,0.4
"Eric Weems, AtlWR",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0.7,8.9,0,0.4
"Bishop Sankey, TenRB",@NO,Sun 1:00,0/0,0,0,0,1.9,8.5,0.1,0.3,2.2,0,0.4
"Ka'Deem Carey, ChiRB",@SD,Mon 8:30,0/0,0,0,0,2.1,9.8,0.1,0.6,4.7,0,0.4
"Fozzy Whittaker, CarRB",GB,Sun 1:00,0/0,0,0,0,0.9,3.5,0,0.9,6.4,0,0.4
"Lee Smith, OakTE",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.8,8.9,0.1,0.4
"Devin Smith, NYJWRP",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0.7,9.9,0.1,0.4
"Ty Montgomery, GBWRD",@Car,Sun 1:00,0/0,0,0,0,0.2,1.5,0,0.3,5.1,0,0.4
"Jack Doyle, IndTE",Den,Sun 4:25,0/0,0,0,0,0,0,0,0.8,8.5,0.1,0.4
"Jim Dray, CleTE",@Cin,L 10-31,0/0,0,0,0,0,0,0,0.9,9.9,0.1,0.3
"Jacoby Jones, PitWR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.3
"Andre Caldwell, DenWR",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0.7,9.9,0.1,0.3

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Brandon Myers, TBTE",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0.5,6.2,0.1,0.3
"Donald Brown, SDRB",Chi,Mon 8:30,0/0,0,0,0,1.5,6.6,0,0.6,4.6,0,0.3
"Toby Gerhart, JaxRB",@NYJ,Sun 1:00,0/0,0,0,0,2.8,9.3,0,0.8,6.5,0,0.3
"James White, NERB",Wsh,Sun 1:00,0/0,0,0,0,1,4.2,0,0.3,2.3,0,0.3
"Brent Celek, PhiTE",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0.7,8,0,0.3
"Kenbrell Thompkins, NYJWR",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0.6,7.4,0,0.3
"John Kuhn, GBRB",@Car,Sun 1:00,0/0,0,0,0,0.2,0.7,0,0.5,4.7,0,0.3
"Brandon Coleman, NOWR",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.4,6.7,0,0.3
"Damien Williams, MiaRBQ",@Buf,Sun 1:00,0/0,0,0,0,1.1,4,0,0.2,1.9,0,0.3
"Stevan Ridley, NYJRBP",Jax,Sun 1:00,0/0,0,0,0,1.9,7.4,0,0.1,1,0,0.3
"Myles White, NYGWR",@TB,Sun 4:05,0/0,0,0,0,0,0,0,0.4,5.7,0,0.2
"Levine Toilolo, AtlTE",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0.5,5.2,0,0.2
"Matt Asiata, MinRB",StL,Sun 1:00,0/0,0,0,0,1.6,6.2,0,1.3,9.6,0,0.2
"Craig Stevens, TenTE",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.2,0,0.2
"Joshua Bellamy, ChiWR",@SD,Mon 8:30,0/0,0,0,0,0,0,0,0.6,7.3,0,0.2
"Marcus Murphy, NORB",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.2
"Denard Robinson, JaxRB",@NYJ,Sun 1:00,0/0,0,0,0,2.1,6.9,0,1.1,7.7,0,0.2
"Chris Gragg, BufTE",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.2,0,0.2
"Ryan Hewitt, CinTE",Cle,W 31-10,0/0,0,0,0,0,0,0,0.4,3.3,0,0.2
"James Hanna, DalTEP",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0.6,6.5,0,0.2
"Bobby Rainey, TBRB",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0.1,1,0,0.2
"Miles Austin, PhiWR",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0.6,8.5,0,0.2
"Bennie Fowler, DenWR",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0.5,6.6,0,0.2
"Lucky Whitehead, DalWR",Phi,Sun 8:30,0/0,0,0,0,1.1,7.9,0,0,0,0,0.2
"Cordarrelle Patterson, MinWR",StL,Sun 1:00,0/0,0,0,0,0.1,0.9,0,0.1,1.2,0,0.2
"Dri Archer, PitRB",Oak,Sun 1:00,0/0,0,0,0,0.3,0.9,0,0.3,2.4,0,0.2
"Patrick DiMarco, AtlRB",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0.6,4.8,0,0.2
"Marcus Easley, BufWR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.3,4.5,0,0.2
"Roy Helu, OakRB",@Pit,Sun 1:00,0/0,0,0,0,1.1,4.1,0,0.5,4.3,0,0.2
"Bruce Miller, SFRB",Atl,Sun 4:05,0/0,0,0,0,0,0,0,0.9,8.3,0,0.2
"Jesse James, PitTE",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.8,0,0.2
"Gavin Escobar, DalTE",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0.4,4.3,0,0.1
"Jalston Fowler, TenRB",@NO,Sun 1:00,0/0,0,0,0,0.2,0.8,0,0.3,2.3,0,0.1
"Brandon Tate, CinWR",Cle,W 31-10,0/0,0,0,0,0,0,0,0,0,0,0.1
"Rex Burkhead, CinRB",Cle,W 31-10,0/0,0,0,0,0.3,1.5,0,0.2,1.7,0,0.1
"Jamize Olawale, OakRB",@Pit,Sun 1:00,0/0,0,0,0,1.7,6.2,0,0,0,0,0.1
"Darrel Young, WshRB",@NE,Sun 1:00,0/0,0,0,0,0.4,1.4,0,0.1,1.2,0,0.1
"Tommy Bohanon, NYJRB",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0.4,3.1,0,0.1
"Tony Moeaki, AtlTE",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0.2,2.7,0,0.1
"Denarius Moore, BufWR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Luke Stocker, TBTE",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0.2,2.5,0,0.1
"Phillip Supernaw, TenTE",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.6,0,0.1
"Kellen Davis, NYJTEP",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.2,0,0.1
"Will Johnson, PitRB",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0.3,2.4,0,0.1
"Terron Ward, AtlRB",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0.6,4.8,0,0.1
"Cameron Artis-Payne, CarRB",GB,Sun 1:00,0/0,0,0,0,0.6,2.3,0,0,0,0,0.1
"Isaiah Pead, PitRB",Oak,Sun 1:00,0/0,0,0,0,0.3,0.9,0,0.3,2.3,0,0.1
"Michael Williams, NETE",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.4,0,0.1
"Rashad Ross, WshWR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Andre Roberts, WshWR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3.2,0,0.1
"Russell Shepard, TBWR",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0.2,2.2,0,0.1
"Juwan Thompson, DenRB",@Ind,Sun 4:25,0/0,0,0,0,0.5,2.1,0,0,0,0,0.1
"Clay Harbor, JaxTE",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.7,0,0.1
"Jerome Felton, BufRB",Mia,Sun 1:00,0/0,0,0,0,0.3,1,0,0,0,0,0.1
"Aaron Dobson, NEWR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.6,0,0.1
"Boobie Dixon, BufRB",Mia,Sun 1:00,0/0,0,0,0,0.3,1.2,0,0.1,0.8,0,0.1
"Daniel Herron, BufRB",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Malcolm Johnson, CleTE",@Cin,L 10-31,0/0,0,0,0,0,0,0,0.3,2.2,0,0.1
"Virgil Green, DenTE",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0.1,1.5,0,0.1
"MyCole Pruitt, MinTE",StL,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.7,0,0.1
"Rhett Ellison, MinTEP",StL,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.6,0,0.1
"Jeff Janis, GBWR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.7,0,0.1
"Devin Street, DalWR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Matthew Mulligan, BufTE",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.1,0,0.1
"Cory Harkey, StLTE",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0.2,1.5,0,0.1
"Cody Latimer, DenWR",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0.1,1.6,0,0.1
"Zach Miller, SeaTE",** BYE **,0/0,0,0,0,0,0,0,0.1,1.2,0,--
"Rod Smith, DalRB",Phi,Sun 8:30,0/0,0,0,0,0.3,1,0,0.1,0.9,0,0
"Cameron Meredith, ChiWRP",@SD,Mon 8:30,0/0,0,0,0,0,0,0,0.1,1.2,0,0
"Keenan Allen*, SDWRIR",Chi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Ryan Grant, WshWR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.6,0,0
"Jimmy Garoppolo, NEQB",Wsh,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Kellen Clemens, SDQB",Chi,Mon 8:30,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Brandon Bolden, NERB",Wsh,Sun 1:00,0/0,0,0,0,0.1,0.6,0,0,0,0,0
"Tyler Clutts, DalRB",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0.1,0.9,0,0
"Alonzo Harris, GBRB",@Car,Sun 1:00,0/0,0,0,0,0.2,0.9,0,0,0,0,0
"AJ McCarron, CinQB",Cle,W 31-10,0.1/0.1,1,0,0,0,0,0,0,0,0,0
"Mike Glennon, TBQB",NYG,Sun 4:05,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Zach Mettenberger, TenQB",@NO,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",@TB,Sun 4:05,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Zach Line, MinRB",StL,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.2,0,0
"Nick Williams, AtlWRP",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Luke McCown*, NOQBO",Ten,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"EJ Manuel, BufQB",Mia,Sun 1:00,0.1/0.2,1,0,0,0,0,0,0,0,0,0
"Geno Smith, NYJQBP",Jax,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Derek Anderson, CarQB",GB,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Brock Osweiler, DenQB",@Ind,Sun 4:25,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Landry Jones, PitQB",Oak,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Scott Tolzien, GBQB",@Car,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Matt Hasselbeck, IndQB",Den,Sun 4:25,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Jimmy Clausen, ChiQB",@SD,Mon 8:30,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Matt Moore, MiaQBP",@Buf,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Matt McGloin, OakQB",@Pit,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Chase Reynolds, StLRBQ",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Adam Thielen, MinWR",StL,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.2,0,0
"Austin Davis, CleQB",@Cin,L 10-31,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Colin Kaepernick, SFQB",Atl,Sun 4:05,0.1/0.2,1.2,0,0,0,0.1,0,0,0,0,0
"Eddie Royal*, ChiWRO",@SD,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@SF,Sun 4:05,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Branden Oliver*, SDRBIR",Chi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Mark Sanchez, PhiQB",@Dal,Sun 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Chad Henne, JaxQB",@NYJ,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Bilal Powell, NYJRBD",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",@Min,Sun 1:00,0.1/0.1,0.9,0,0,0,0,0,0,0,0,0
"Brandon Weeden, DalQB",Phi,Sun 8:30,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Colt McCoy, WshQB",@NE,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Mike Vick, PitQBP",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Steve Smith Sr.*, BalWRIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Andre Davis, FAWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Josh McCown*, CleQBO",@Cin,L 10-31,0/0,0,0,0,0,0,0,0,0,0,0
"Carson Palmer, AriQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Anquan Boldin, SFWRD",Atl,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Tony Romo*, DalQBIR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Larry Fitzgerald, AriWRP",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matt Schaub, BalQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Alex Smith, KCQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Vincent Jackson*, TBWRO",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Dan Orlovsky, DetQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Nate Washington, HouWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Lance Moore, DetWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Reggie Bush*, SFRBIR",Atl,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Devin Hester*, AtlWRIR",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Tarvaris Jackson, SeaQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Charlie Whitehurst, TenQB",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jason Avant, KCWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bruce Gradkowski*, PitQBIR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Fred Jackson, SeaRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Daniel Fells*, NYGTEIR",@TB,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Calvin Johnson, DetWRQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Marshawn Lynch, SeaRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Drew Stanton, AriQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matt Spaeth*, PitTEO",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Flacco, BalQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Chris Johnson, AriRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordy Nelson*, GBWRIR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Matt Forte*, ChiRBO",@SD,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Jamaal Charles*, KCRBIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matthew Slater, NEWR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Josh Johnson, BufQB",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Justin Forsett, BalRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Chase Daniel, KCQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brian Hoyer, HouQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matthew Stafford, DetQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Arian Foster*, HouRBIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"David Johnson, SDTE",Chi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Jorvorskie Lane, TBRB",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Cedric Peerman, CinRB",Cle,W 31-10,0/0,0,0,0,0,0,0,0,0,0,0
"Marcus Thigpen, OakRB",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon Pettigrew, DetTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Gibson*, NEWRIR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brian Hartline*, CleWRO",@Cin,L 10-31,0/0,0,0,0,0,0,0,0,0,0,0
"Percy Harvin*, BufWRIR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jeremy Maclin, KCWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Louis Murphy*, TBWRIR",NYG,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Golden Tate, DetWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Arrelious Benn*, JaxWRIR",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jermaine Gresham, AriTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Dennis Pitta*, BalTEO",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jimmy Graham, SeaTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Dorin Dickerson*, TenTEIR",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Garrett Graham, HouTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Anthony McCoy, WshTEP",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andrew Quarless*, GBTEIR",@Car,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Webb, CarQB",GB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Kyle Williams*, DenWRIR",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Seyi Ajirotutu, PhiWR",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Joique Bell, DetRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Richie Brockel*, CarTEIR",GB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz*, NYGWRO",@TB,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"James Develin*, NERBIR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andrew Hawkins*, CleWRO",@Cin,L 10-31,0/0,0,0,0,0,0,0,0,0,0,0
"Rob Housler*, CleTEIR",@Cin,L 10-31,0/0,0,0,0,0,0,0,0,0,0,0
"Leonard Hankerson*, AtlWRO",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Ricky Stanzi, NYGQB",@TB,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"T.J. Yates, HouQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Anthony Sherman, KCRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Niles Paul*, WshTEIR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Cecil Shorts III, HouWRQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jacquizz Rodgers*, ChiRBIR",@SD,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Richard Gordon, DenTE",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Doug Baldwin, SeaWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Armon Binns, KCWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Robert Hughes, AriRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Ricardo Lockette*, SeaWRO",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Joe Morgan, BalWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Allen Reisner*, BalTEIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Konrad Reuland, BalTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jeremy Ross, BalWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kamar Aiken, BalWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Robert Griffin, WshQB",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Russell Wilson, SeaQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
