Name,Id,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Cameron Meredith,62538,WR,4500,DEN@CHI,1.9,CHI,,,,,,,,,,,,
Mark Weisman,27878,RB,4500,CIN@ARI,0.0,CIN,,,,,,,,,,,,
C.J. Fiedorowicz,27908,TE,4500,NYJ@HOU,2.4,HOU,,2.6,3.42,2.3,2.44,2.47,,2.646,3.42,2.3,1.12,0.42328042328
Darrel Young,10695,RB,4500,WAS@CAR,0.4,WAS,,,1.65,,,,,1.65,1.65,1.65,0.0,0.0
Jeremy Stewart,22235,RB,4500,DEN@CHI,0.6,DEN,,,,,,,,,,,,
Brandon Bostick,23055,TE,4500,CIN@ARI,0.6,ARI,,,,,,,,,,,,
Tyler Kroft,26038,TE,4500,CIN@ARI,0.0,CIN,,1.4,,1.7,,,,1.55,1.7,1.4,0.3,0.193548387097
Travaris Cadet,22258,RB,4500,SF@SEA,0.7,SF,,,,,3.47,,,3.47,3.47,3.47,0.0,0.0
Jack Doyle,39859,TE,4500,IND@ATL,1.7,IND,,,,,2.23,,,2.23,2.23,2.23,0.0,0.0
John Phillips,6823,TE,4500,KC@SD,1.7,SD,,,,,,,,,,,,
Matthew Mulligan,7918,TE,4500,BUF@NE,0.1,BUF,,,,,,,,,,,,
Tommy Streeter,22144,WR,4500,DAL@MIA,0.0,MIA,,,,,,,,,,,,
Tim Wright,26074,TE,4500,OAK@DET,2.8,DET,,,,,,,,,,,,
Junior Hemingway,22177,WR,4500,KC@SD,1.2,KC,,,,,,,,,,,,
Matthew Slater,7856,WR,4500,BUF@NE,0.0,NE,,,,,,,,,,,,
Greg Jennings,6896,WR,4500,DAL@MIA,1.9,MIA,2.0,6.8,3.56,7.4,2.66,3.38,1.1025,3.84321428571,7.4,1.1025,6.2975,1.63860236038
Jeff Cumberland,11766,TE,4500,NYJ@HOU,1.3,NYJ,1.5,4.2,,4.1,1.89,4.05,1.5385,2.87975,4.2,1.5,2.7,0.937581387273
Cordarrelle Patterson,30733,WR,4500,GB@MIN,1.1,MIN,,5.7,,5.4,,,,5.55,5.7,5.4,0.3,0.0540540540541
Dustin Hopkins,24912,K,4500,WAS@CAR,9.3,WAS,,,,,,,,,,,,
Marcus Easley,11522,WR,4500,BUF@NE,1.5,BUF,,,,,,1.84,,1.84,1.84,1.84,0.0,0.0
Donald Brown,6660,RB,4500,KC@SD,0.4,SD,,,4.12,,1.85,2.17,,2.71333333333,4.12,1.85,2.27,0.836609336609
Oakland Raiders,12537,D,4500,OAK@DET,5.8,OAK,,,,,,,,,,,,
Randy Bullock,22100,K,4500,NYJ@HOU,6.3,NYJ,,,,,,,,,,,,
Garrett Graham,11538,TE,4500,NYJ@HOU,1.4,HOU,,5.6,,5.8,,,,5.7,5.8,5.6,0.2,0.0350877192982
James Hanna,22123,TE,4500,DAL@MIA,0.4,DAL,,,,,2.04,2.17,,2.105,2.17,2.04,0.13,0.061757719715
Adam Thielen,39716,WR,4500,GB@MIN,1.9,MIN,,,,,,,,,,,,
Alonzo Harris,44090,RB,4500,GB@MIN,0.3,GB,,,,,,,,,,,,
John Conner,11557,RB,4500,BUF@NE,1.0,BUF,,,,,,,,,,,,
Bruce Miller,14406,RB,4500,SF@SEA,1.7,SF,,,2.85,,,1.34,1.007,1.73233333333,2.85,1.007,1.843,1.06388300943
Levine Toilolo,29725,TE,4500,IND@ATL,1.0,ATL,,2.4,4.99,2.2,1.08,,1.2085,2.3757,4.99,1.08,3.91,1.64583070253
Stepfan Taylor,29723,RB,4500,CIN@ARI,0.3,ARI,,2.1,,2.5,,,,2.3,2.5,2.1,0.4,0.173913043478
Virgil Green,14394,TE,4500,DEN@CHI,2.4,DEN,,4.6,3.89,4.3,,,,4.26333333333,4.6,3.89,0.71,0.166536356529
Aldrick Robinson,14372,WR,4500,STL@BAL,0.2,BAL,,,,,,,,,,,,
Chris Givens,22034,WR,4500,STL@BAL,3.5,BAL,16.0,7.6,8.93,6.8,9.54,9.73,4.311,8.98728571429,16.0,4.311,11.689,1.30061515474
Jordan Norwood,10531,WR,4500,DEN@CHI,2.3,DEN,,4.0,3.56,4.0,,,,3.85333333333,4.0,3.56,0.44,0.114186851211
Trindon Holliday,11622,WR,4500,OAK@DET,1.7,OAK,,,,,,,,,,,,
Matt Prater,6782,K,4500,OAK@DET,5.8,DET,,,,,,,,,,,,
Troy Niklas,33488,TE,4500,CIN@ARI,1.8,ARI,,,,,,,2.7675,2.7675,2.7675,2.7675,0.0,0.0
Denarius Moore,14338,WR,4500,BUF@NE,-0.4,BUF,,,,,,,,,,,,
Andre Caldwell,6753,WR,4500,DEN@CHI,1.8,DEN,4.5,6.0,2.76,6.0,1.36,2.82,1.5645,3.57207142857,6.0,1.36,4.64,1.29896618609
Cedric Peerman,7718,RB,4500,CIN@ARI,0.0,CIN,,,,,,,,,,,,
Rhett Ellison,22065,TE,4500,GB@MIN,1.7,MIN,,,4.67,,1.84,2.74,1.665,2.72875,4.67,1.665,3.005,1.10123683005
Marc Mariani,11635,WR,4500,DEN@CHI,0.4,CHI,4.0,,,,3.09,7.31,,4.8,7.31,3.09,4.22,0.879166666667
Lee Smith,14348,TE,4500,OAK@DET,1.0,OAK,,,3.93,,2.15,2.2,,2.76,3.93,2.15,1.78,0.644927536232
Buffalo Bills,12526,D,4400,BUF@NE,7.7,BUF,,,,,,,,,,,,
Kansas City Chiefs,12536,D,4400,KC@SD,8.6,KC,,,,,,,,,,,,
Dallas Cowboys,12530,D,4400,DAL@MIA,5.2,DAL,,,,,,,,,,,,
San Diego Chargers,12548,D,4300,KC@SD,4.0,SD,,,,,,,,,,,,
Minnesota Vikings,12540,D,4300,GB@MIN,8.2,MIN,,,,,,,,,,,,
Detroit Lions,12532,D,4300,OAK@DET,5.9,DET,,,,,,,,,,,,
Chicago Bears,12527,D,4200,DEN@CHI,5.0,CHI,,,,,,,,,,,,
Baltimore Ravens,12555,D,4100,STL@BAL,5.4,BAL,,,,,,,,,,,,
San Francisco 49ers,12549,D,4000,SF@SEA,4.3,SF,,,,,,,,,,,,
Tampa Bay Buccaneers,12551,D,4000,TB@PHI,7.7,TB,,,,,,,,,,,,
Washington Redskins,12552,D,4000,WAS@CAR,8.0,WAS,,,,,,,,,,,,
Indianapolis Colts,12535,D,4000,IND@ATL,5.9,IND,,,,,,,,,,,,
