Name,Id,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Demaryius Thomas,11432,WR,7700,DEN@CHI,13.3,DEN,20.0,30.0,18.56,26.5,15.88,14.84,10.3824,19.4517714286,30.0,10.3824,19.6176,1.00852511413
Russell Wilson,22015,QB,7600,SF@SEA,16.6,SEA,16.7,19.26,19.25,20.26,18.326,22.09,19.7114,19.3710571429,22.09,16.7,5.39,0.278250172938
DeMarco Murray,14254,RB,7600,TB@PHI,14.9,PHI,21.5,15.2,15.26,15.8,19.65,20.15,14.255,17.4021428571,21.5,14.255,7.245,0.416328038419
Emmanuel Sanders,11505,WR,7600,DEN@CHI,12.3,DEN,10.0,26.1,16.33,23.2,13.46,11.95,9.367,15.7724285714,26.1,9.367,16.733,1.06090193557
Joe Flacco,6714,QB,7600,STL@BAL,17.6,BAL,18.9,18.26,17.39,19.26,16.606,17.236,15.314,17.5665714286,19.26,15.314,3.946,0.224631198868
Alshon Jeffery,21980,WR,7500,DEN@CHI,16.3,CHI,7.0,21.2,14.64,19.7,16.58,15.78,9.807,14.9581428571,21.2,7.0,14.2,0.949315709551
LeSean McCoy,6779,RB,7500,BUF@NE,13.9,BUF,17.0,14.9,12.72,14.6,14.95,14.55,11.811,14.3615714286,17.0,11.811,5.189,0.361311436273
Ryan Fitzpatrick,7659,QB,7400,NYJ@HOU,16.6,NYJ,16.2,18.72,16.46,19.72,18.384,12.138,17.5942,17.0308857143,19.72,12.138,7.582,0.445191173683
Larry Fitzgerald,6883,WR,7400,CIN@ARI,17.1,ARI,21.0,18.8,17.42,18.4,20.95,16.53,10.8835,17.7119285714,21.0,10.8835,10.1165,0.571168744228
Lamar Miller,22037,RB,7400,DAL@MIA,15.8,MIA,22.5,13.4,16.28,14.3,17.71,16.57,13.324,16.2977142857,22.5,13.324,9.176,0.563023736896
LeGarrette Blount,11779,RB,7300,BUF@NE,12.5,NE,6.5,11.2,11.86,12.0,15.12,12.87,13.4867,11.8623857143,15.12,6.5,8.62,0.726666642581
Peyton Manning,6661,QB,7300,DEN@CHI,11.8,DEN,,,,,,,,,,,,
Christopher Ivory,11864,RB,7200,NYJ@HOU,16.0,NYJ,,,,,,,,,,,,
Jarvis Landry,31394,WR,7200,DAL@MIA,14.5,MIA,13.5,17.2,14.89,16.7,15.14,13.58,9.805,14.4021428571,17.2,9.805,7.395,0.513465258146
Amari Cooper,31001,WR,7200,OAK@DET,13.4,OAK,27.0,25.8,15.88,23.9,16.3,15.54,11.9025,19.4746428571,27.0,11.9025,15.0975,0.775238863724
T.Y. Hilton,22031,WR,7200,IND@ATL,12.2,IND,21.0,19.5,14.77,26.4,15.01,14.15,10.6285,17.3512142857,26.4,10.6285,15.7715,0.908956557178
Tyrod Taylor,14377,QB,7200,BUF@NE,19.2,BUF,16.2,12.38,17.86,13.38,17.704,15.488,18.5372,15.9356,18.5372,12.38,6.1572,0.386380180225
Randall Cobb,14257,WR,7100,GB@MIN,11.9,GB,12.0,21.0,13.48,19.8,16.23,15.5,10.5995,15.5156428571,21.0,10.5995,10.4005,0.670323498405
Charcandrick West,54687,RB,7100,KC@SD,8.8,KC,22.5,13.5,14.46,15.1,20.71,21.14,13.6955,17.3007857143,22.5,13.5,9.0,0.520207587599
Ryan Tannehill,21948,QB,7000,DAL@MIA,16.8,MIA,13.3,18.36,18.12,19.36,16.494,19.686,14.9884,17.1869142857,19.686,13.3,6.386,0.371561752962
Matthew Stafford,6654,QB,7000,OAK@DET,16.2,DET,18.5,14.48,19.28,15.48,23.872,16.726,17.9818,18.0456857143,23.872,14.48,9.392,0.52045680883
Sam Bradford,11414,QB,7000,TB@PHI,14.1,PHI,,,,,,,,,,,,
Eric Decker,11501,WR,7000,NYJ@HOU,14.6,NYJ,20.0,20.0,13.9,18.0,15.02,11.86,9.1645,15.4206428571,20.0,9.1645,10.8355,0.702662016129
Jay Cutler,6898,QB,7000,DEN@CHI,17.8,CHI,14.7,16.88,14.1,17.88,15.084,16.42,14.1134,15.5967714286,17.88,14.1,3.78,0.242357850617
Jonathan Stewart,6733,RB,7000,WAS@CAR,10.6,CAR,15.0,9.0,12.95,9.6,18.22,17.87,11.2685,13.4155,18.22,9.0,9.22,0.687264731095
Brandon LaFell,11495,WR,6900,BUF@NE,7.6,NE,21.5,16.6,13.2,16.4,13.84,14.38,9.7455,15.0950714286,21.5,9.7455,11.7545,0.778697872059
Justin Forsett,6857,RB,6900,STL@BAL,11.6,BAL,10.0,17.6,13.34,17.6,16.55,16.99,9.283,14.4804285714,17.6,9.283,8.317,0.57436145339
Kirk Cousins,22038,QB,6900,WAS@CAR,16.6,WAS,13.0,17.2,12.55,18.2,14.994,11.656,15.6048,14.7435428571,18.2,11.656,6.544,0.443855324559
Chris Johnson,6566,RB,6800,CIN@ARI,10.6,ARI,8.0,6.7,11.54,7.5,11.59,14.87,12.013,10.3161428571,14.87,6.7,8.17,0.791962666002
Davante Adams,45889,WR,6800,GB@MIN,7.1,GB,18.0,14.8,9.29,14.4,13.73,12.54,7.5905,12.9072142857,18.0,7.5905,10.4095,0.80648695912
Latavius Murray,34331,RB,6800,OAK@DET,12.2,OAK,18.0,12.7,13.24,12.9,15.77,17.02,12.5585,14.5983571429,18.0,12.5585,5.4415,0.372747422655
Darren McFadden,7806,RB,6800,DAL@MIA,10.3,DAL,20.5,14.0,10.39,13.4,20.75,21.87,14.166,16.4394285714,21.87,10.39,11.48,0.698321109528
Jameis Winston,24849,QB,6800,TB@PHI,16.8,TB,15.2,14.64,15.49,16.64,13.48,18.268,16.5144,15.7474857143,18.268,13.48,4.788,0.304048537454
Jeremy Langford,28202,RB,6700,DEN@CHI,9.1,CHI,22.5,29.1,17.51,30.4,16.07,16.79,9.9745,20.3349285714,30.4,9.9745,20.4255,1.00445398312
Brian Hoyer,7872,QB,6700,NYJ@HOU,16.8,HOU,,,,,,,,,,,,
Stefon Diggs,25079,WR,6700,GB@MIN,13.3,MIN,18.0,20.0,11.68,19.0,10.67,11.26,9.1199,14.2471285714,20.0,9.1199,10.8801,0.763669671783
Doug Martin,21970,RB,6600,TB@PHI,13.3,TB,18.0,13.5,11.92,13.6,12.53,14.72,10.4105,13.5257857143,18.0,10.4105,7.5895,0.561113428848
Teddy Bridgewater,33259,QB,6600,GB@MIN,12.9,MIN,13.9,16.98,14.35,17.98,13.92,14.964,17.5038,15.6568285714,17.98,13.9,4.08,0.26058917241
Sammy Watkins,24641,WR,6600,BUF@NE,10.3,BUF,19.0,16.2,12.01,15.2,14.86,11.8,9.8235,14.1276428571,19.0,9.8235,9.1765,0.649542184269
Frank Gore,6840,RB,6600,IND@ATL,11.5,IND,10.5,14.8,14.42,15.5,15.18,14.29,10.5385,13.6040714286,15.5,10.5,5.0,0.367537029356
Jeremy Hill,31397,RB,6500,CIN@ARI,8.7,CIN,5.5,11.3,9.73,10.7,8.57,9.01,8.1105,8.98864285714,11.3,5.5,5.8,0.64525869947
Michael Crabtree,9392,WR,6500,OAK@DET,13.3,OAK,20.0,10.4,12.8,10.2,18.34,15.76,9.15,13.8071428571,20.0,9.15,10.85,0.785825142266
Michael Floyd,21952,WR,6400,CIN@ARI,9.6,ARI,4.5,7.8,11.35,7.9,,,3.1015,6.9303,11.35,3.1015,8.2485,1.19020821609
Greg Olsen,6914,TE,6400,WAS@CAR,13.2,CAR,18.5,19.4,16.39,17.7,14.12,10.76,9.323,15.1704285714,19.4,9.323,10.077,0.664252822691
Danny Woodhead,9421,RB,6400,KC@SD,14.2,SD,21.0,19.6,13.86,18.1,13.27,13.15,8.7365,15.3880714286,21.0,8.7365,12.2635,0.796948471218
Rishard Matthews,22163,WR,6400,DAL@MIA,12.2,MIA,18.5,15.2,11.41,14.6,10.08,11.91,7.6635,12.7662142857,18.5,7.6635,10.8365,0.848842088772
Mark Sanchez,6687,QB,6400,TB@PHI,5.6,PHI,18.0,20.4,16.8,21.4,16.384,22.978,16.4848,18.9209714286,22.978,16.384,6.594,0.348502191068
Giovani Bernard,25290,RB,6300,CIN@ARI,11.1,CIN,16.0,16.9,12.16,17.0,12.84,12.74,8.03,13.6671428571,17.0,8.03,8.97,0.656318595171
Jeremy Maclin,7283,WR,6300,KC@SD,11.6,KC,11.5,18.4,14.97,17.2,13.21,16.4,10.2915,14.5673571429,18.4,10.2915,8.1085,0.55662121279
Jordan Matthews,30837,WR,6300,TB@PHI,10.1,PHI,10.0,12.6,13.02,11.3,13.56,15.62,8.8412,12.1344571429,15.62,8.8412,6.7788,0.558640565474
Matt Hasselbeck,6831,QB,6300,IND@ATL,15.8,IND,18.6,7.92,14.51,8.92,18.786,18.424,15.8886,14.7212285714,18.786,7.92,10.866,0.738117742502
Nick Foles,22027,QB,6300,STL@BAL,10.3,STL,,,,,,,,,,,,
Ronnie Hillman,22003,RB,6200,DEN@CHI,8.8,DEN,15.5,15.9,12.16,15.4,9.56,13.37,7.894,12.8262857143,15.9,7.894,8.006,0.624186937539
Tyler Eifert,33557,TE,6200,CIN@ARI,13.3,CIN,12.0,21.2,13.28,19.6,13.5,9.15,7.6235,13.7647857143,21.2,7.6235,13.5765,0.986321202655
Golden Tate,11485,WR,6200,OAK@DET,7.9,DET,16.0,12.1,12.46,11.2,13.95,13.27,7.0458,12.2894,16.0,7.0458,8.9542,0.728611649063
Alex Smith,8005,QB,6200,KC@SD,17.0,KC,16.1,17.04,17.98,18.04,16.86,20.566,17.2878,17.6962571429,20.566,16.1,4.466,0.252369750504
James Starks,11609,RB,6200,GB@MIN,9.8,GB,17.0,9.7,13.29,10.6,11.01,12.89,9.304,11.9705714286,17.0,9.304,7.696,0.642909993556
Donte Moncrief,31561,WR,6100,IND@ATL,10.3,IND,17.5,15.7,10.42,15.0,10.5,11.32,6.96,12.4857142857,17.5,6.96,10.54,0.844164759725
Matt Jones,30244,RB,6100,WAS@CAR,9.8,WAS,10.5,11.4,9.39,13.5,9.81,6.21,4.4425,9.32178571429,13.5,4.4425,9.0575,0.971648595839
Danny Amendola,8117,WR,6100,BUF@NE,8.2,NE,19.0,7.2,12.75,7.6,16.41,14.89,9.2635,12.4447857143,19.0,7.2,11.8,0.948188283102
DeSean Jackson,6739,WR,6100,WAS@CAR,2.8,WAS,10.5,8.6,9.45,7.4,9.81,12.53,8.3485,9.51978571429,12.53,7.4,5.13,0.538877675818
Brock Osweiler,21994,QB,6000,DEN@CHI,5.3,DEN,13.5,18.3,15.97,19.3,13.758,17.154,15.889,16.2672857143,19.3,13.5,5.8,0.356543808345
Blaine Gabbert,14194,QB,6000,SF@SEA,16.6,SF,12.1,17.34,10.6,19.34,12.632,15.498,13.1394,14.3784857143,19.34,10.6,8.74,0.607852605182
Colin Kaepernick,14231,QB,6000,SF@SEA,12.6,SF,,,,,,,,,,,,
Carlos Hyde,28473,RB,6000,SF@SEA,10.8,SF,,,,,,,,,,,,
Geno Smith,26483,QB,6000,NYJ@HOU,21.0,NYJ,,,,,,,,,,,,
Tavon Austin,26458,WR,6000,STL@BAL,12.0,STL,18.0,8.0,6.76,9.2,11.49,8.41,6.756,9.80228571429,18.0,6.756,11.244,1.14707939839
Melvin Gordon,28900,RB,6000,KC@SD,6.4,SD,4.0,4.1,9.83,4.7,9.88,15.26,7.4515,7.88878571429,15.26,4.0,11.26,1.42734261112
Matt Cassel,7778,QB,6000,DAL@MIA,10.0,DAL,,16.32,,15.32,,,,15.82,16.32,15.32,1.0,0.063211125158
Pierre Garcon,6774,WR,6000,WAS@CAR,9.2,WAS,8.5,17.2,10.58,16.6,11.06,8.03,5.252,11.0317142857,17.2,5.252,11.948,1.08305923183
Brandon Bolden,22898,RB,5900,BUF@NE,1.7,NE,3.0,2.6,3.9,3.1,2.67,4.23,2.772,3.18171428571,4.23,2.6,1.63,0.512302442529
Kamar Aiken,14905,WR,5900,STL@BAL,7.4,BAL,20.0,16.6,13.86,17.3,11.94,15.57,9.091,14.9087142857,20.0,9.091,10.909,0.731719703721
Antonio Gates,7965,TE,5900,KC@SD,14.3,SD,18.0,13.8,12.69,13.9,12.46,13.36,8.156,13.1951428571,18.0,8.156,9.844,0.74603208973
Vincent Jackson,7953,WR,5900,TB@PHI,9.4,TB,5.0,17.0,7.84,15.5,,,,11.335,17.0,5.0,12.0,1.05866784296
Jordan Reed,30298,TE,5800,WAS@CAR,13.5,WAS,16.5,16.6,10.52,16.3,12.76,9.83,7.6615,12.8816428571,16.6,7.6615,8.9385,0.693894412314
Jimmy Graham,11512,TE,5800,SF@SEA,9.1,SEA,16.5,22.2,13.81,21.1,12.51,12.04,7.7245,15.1263571429,22.2,7.7245,14.4755,0.956971983624
Jamison Crowder,24755,WR,5800,WAS@CAR,7.7,WAS,6.0,10.4,6.96,10.4,11.45,9.7,6.406,8.75942857143,11.45,6.0,5.45,0.622186704938
Travis Kelce,33076,TE,5700,KC@SD,10.9,KC,18.5,16.4,13.47,15.2,12.82,12.33,6.672,13.6274285714,18.5,6.672,11.828,0.867955384099
Anquan Boldin,6479,WR,5700,SF@SEA,9.2,SF,7.0,16.6,11.63,16.3,12.42,15.54,5.1225,12.0875,16.6,5.1225,11.4775,0.949534643226
C.J. Anderson,29249,RB,5700,DEN@CHI,6.3,DEN,6.5,5.1,9.19,5.1,7.61,10.08,5.0785,6.95121428571,10.08,5.0785,5.0015,0.719514576076
John Brown,54606,WR,5700,CIN@ARI,11.5,ARI,9.0,14.4,14.24,13.2,12.83,12.14,8.531,12.0487142857,14.4,8.531,5.869,0.487105915273
Alfred Blue,31406,RB,5700,NYJ@HOU,5.2,HOU,6.0,5.5,6.97,5.7,7.72,9.82,3.6445,6.47921428571,9.82,3.6445,6.1755,0.953124827746
Jimmy Clausen,11466,QB,5700,DEN@CHI,3.6,CHI,,,,,,,,,,,,
Karlos Williams,24907,RB,5700,BUF@NE,14.7,BUF,6.0,9.4,9.61,10.2,4.87,4.12,7.8438,7.43482857143,10.2,4.12,6.08,0.817772722207
E.J. Manuel,24949,QB,5700,BUF@NE,10.3,BUF,,,,,,,,,,,,
Steve Johnson,7645,WR,5600,KC@SD,8.9,SD,13.5,5.8,10.02,5.9,15.6,,9.7555,10.0959166667,15.6,5.8,9.8,0.970689470165
Nate Washington,6610,WR,5600,NYJ@HOU,10.9,HOU,11.5,4.8,9.93,4.4,11.01,11.68,6.556,8.55371428571,11.68,4.4,7.28,0.851092257332
Shaun Draughn,15006,RB,5600,SF@SEA,2.3,SF,9.0,,11.52,,9.19,5.6,6.001,8.2622,11.52,5.6,5.92,0.716516182131
Shaun Hill,6844,QB,5600,GB@MIN,0.5,MIN,,,,,,,,,,,,
Eddie Lacy,30968,RB,5600,GB@MIN,6.9,GB,4.0,16.8,8.21,16.8,7.66,7.32,6.98,9.68142857143,16.8,4.0,12.8,1.32211893168
Thomas Rawls,28095,RB,5600,SF@SEA,5.3,SEA,1.5,3.9,6.85,3.8,3.43,2.95,2.0325,3.49464285714,6.85,1.5,5.35,1.5309146653
Brandon Weeden,21959,QB,5500,NYJ@HOU,9.6,HOU,,,,,,,,,,,,
Robert Griffin III,21941,QB,5500,WAS@CAR,10.4,WAS,,,,,,,,,,,,
Jason Witten,6641,TE,5500,DAL@MIA,8.8,DAL,16.5,17.2,11.37,16.6,12.29,14.92,5.5245,13.4863571429,17.2,5.5245,11.6755,0.865726739721
Torrey Smith,14288,WR,5500,SF@SEA,6.8,SF,7.0,5.6,7.72,4.8,7.2,10.87,3.903,6.72757142857,10.87,3.903,6.967,1.03558915338
Matt McGloin,28677,QB,5500,OAK@DET,10.7,OAK,,,,,,,,,,,,
Fred Jackson,7660,RB,5400,SF@SEA,3.7,SEA,2.5,2.6,,2.7,2.38,,3.6975,2.7755,3.6975,2.38,1.3175,0.474689245181
Eric Ebron,25272,TE,5400,OAK@DET,9.1,DET,9.0,15.2,11.76,14.6,11.54,8.76,6.8285,11.0983571429,15.2,6.8285,8.3715,0.754300829595
Roddy White,6618,WR,5400,IND@ATL,4.2,ATL,6.0,4.4,8.06,4.2,7.47,11.01,3.5405,6.38292857143,11.01,3.5405,7.4695,1.17023086134
Cecil Shorts,14307,WR,5400,NYJ@HOU,8.3,HOU,10.0,15.4,6.66,14.7,8.82,8.84,5.2335,9.9505,15.4,5.2335,10.1665,1.02170745189
Richard Rodgers,29314,TE,5400,GB@MIN,8.4,GB,12.5,15.8,7.21,14.9,9.32,8.15,5.977,10.551,15.8,5.977,9.823,0.931001800777
Christine Michael,32418,RB,5400,WAS@CAR,1.2,WAS,,,,,,,,,,,,
Seattle Seahawks,12550,D,5400,SF@SEA,11.1,SEA,,,,,,,,,,,,
Andre Ellington,24682,RB,5400,CIN@ARI,8.9,ARI,5.5,13.2,8.76,13.6,7.77,7.56,4.3825,8.68178571429,13.6,4.3825,9.2175,1.06170554116
Doug Baldwin,14626,WR,5400,SF@SEA,9.4,SEA,9.5,19.5,11.95,17.8,9.65,12.01,5.0305,12.2057857143,19.5,5.0305,14.4695,1.18546239781
Cole Beasley,22288,WR,5400,DAL@MIA,6.4,DAL,6.0,4.4,7.07,4.2,6.32,4.99,2.85,5.11857142857,7.07,2.85,4.22,0.824448785934
Darren Sproles,7972,RB,5400,TB@PHI,6.7,PHI,6.0,11.4,12.56,12.3,12.71,6.83,4.279,9.43985714286,12.71,4.279,8.431,0.893127922638
Matt Moore,6808,QB,5400,DAL@MIA,0.4,MIA,,,,,,,,,,,,
Joique Bell,11712,RB,5400,OAK@DET,4.9,DET,4.0,5.1,7.59,6.2,10.07,11.67,6.574,7.31485714286,11.67,4.0,7.67,1.04855089446
Andre Johnson,6681,WR,5400,IND@ATL,6.5,IND,4.5,5.2,10.13,4.6,7.2,10.96,4.5625,6.73607142857,10.96,4.5,6.46,0.959015958857
Marvin Jones,22103,WR,5400,CIN@ARI,9.0,CIN,18.5,18.0,9.27,17.0,12.56,9.39,4.8892,12.8013142857,18.5,4.8892,13.6108,1.06323457859
Alfred Morris,22113,RB,5400,WAS@CAR,5.5,WAS,3.0,5.5,7.63,6.0,6.33,3.75,3.7125,5.13178571429,7.63,3.0,4.63,0.902220057067
Ameer Abdullah,27229,RB,5300,OAK@DET,5.9,DET,4.0,5.1,8.19,5.0,4.24,3.9,7.441,5.41014285714,8.19,3.9,4.29,0.792955031554
Kenny Britt,6535,WR,5300,STL@BAL,5.1,STL,7.0,7.3,7.46,6.7,6.12,8.65,4.2105,6.77721428571,8.65,4.2105,4.4395,0.655062657434
Crockett Gillmore,45723,TE,5300,STL@BAL,9.2,BAL,7.0,2.8,10.76,2.4,8.1,8.83,5.4045,6.47064285714,10.76,2.4,8.36,1.2919890936
Jonathan Grimes,22991,RB,5300,NYJ@HOU,3.5,HOU,2.0,,5.94,,7.3,6.84,2.421,4.9002,7.3,2.0,5.3,1.08158850659
Ryan Mathews,11425,RB,5300,TB@PHI,10.4,PHI,,,,,,,,,,,,
Terrance Williams,31836,WR,5300,DAL@MIA,6.9,DAL,8.0,7.2,9.21,6.6,8.75,9.64,6.2945,7.95635714286,9.64,6.2945,3.3455,0.420481376078
Jacob Tamme,6664,TE,5300,IND@ATL,8.5,ATL,8.0,1.6,6.91,1.8,10.91,11.4,6.2605,6.69721428571,11.4,1.6,9.8,1.46329497339
Denver Broncos,12531,D,5300,DEN@CHI,13.2,DEN,,,,,,,,,,,,
Brent Celek,6742,TE,5300,TB@PHI,4.2,PHI,4.0,2.6,6.22,2.3,2.13,5.57,2.466,3.61228571429,6.22,2.13,4.09,1.13224709325
Ted Ginn Jr.,6627,WR,5200,WAS@CAR,8.4,CAR,9.5,9.6,8.87,7.8,9.84,7.07,5.7955,8.35364285714,9.84,5.7955,4.0445,0.484160032834
Mike Wallace,6607,WR,5200,GB@MIN,5.8,MIN,5.0,19.0,8.18,17.6,7.69,10.86,4.4046,10.3906571429,19.0,4.4046,14.5954,1.40466572993
Martellus Bennett,6448,TE,5200,DEN@CHI,9.1,CHI,16.5,19.2,10.1,18.6,11.93,10.15,7.41,13.4128571429,19.2,7.41,11.79,0.879007349025
Jay Ajayi,46882,RB,5200,DAL@MIA,4.5,MIA,6.0,2.7,7.03,2.8,5.67,5.0,4.451,4.80728571429,7.03,2.7,4.33,0.900716174854
Chris Conley,30403,WR,5200,KC@SD,3.2,KC,4.0,1.4,2.88,1.7,,2.41,2.1855,2.42925,4.0,1.4,2.6,1.0702891839
James Jones,7222,WR,5200,GB@MIN,10.7,GB,7.0,18.6,10.63,17.3,9.16,11.49,5.7565,11.4195,18.6,5.7565,12.8435,1.12469897982
Tarvaris Jackson,6814,QB,5200,SF@SEA,6.1,SEA,,,,,,,,,,,,
Jermaine Kearse,22219,WR,5200,SF@SEA,5.8,SEA,6.0,6.5,8.31,5.3,6.73,9.93,5.0345,6.82921428571,9.93,5.0345,4.8955,0.71684674037
Chris Polk,22234,RB,5200,NYJ@HOU,4.1,HOU,3.0,1.6,5.89,2.2,4.37,,2.965,3.3375,5.89,1.6,4.29,1.28539325843
Kellen Clemens,7919,QB,5200,KC@SD,6.5,SD,,,,,,,,,,,,
Charles Sims,31871,RB,5200,TB@PHI,8.3,TB,9.0,7.4,9.47,7.6,9.02,6.13,4.56,7.59714285714,9.47,4.56,4.91,0.64629559985
Wes Welker,7857,WR,5200,STL@BAL,4.7,STL,4.0,,5.48,,4.83,6.83,3.7795,4.9839,6.83,3.7795,3.0505,0.612070868196
Drew Stanton,7744,QB,5200,CIN@ARI,-0.1,ARI,,,,,,,,,,,,
Ladarius Green,22047,TE,5200,KC@SD,10.4,SD,,14.2,7.73,13.1,5.78,,2.6565,8.6933,14.2,2.6565,11.5435,1.32786168659
Tyler Lockett,27050,WR,5200,SF@SEA,5.8,SEA,7.0,3.5,7.44,3.8,6.3,,4.511,5.42516666667,7.44,3.5,3.94,0.726244969433
Charles Clay,14362,TE,5200,BUF@NE,8.1,BUF,8.5,14.2,9.74,15.1,9.94,10.93,6.645,10.7221428571,15.1,6.645,8.455,0.788555059623
Zach Ertz,29780,TE,5200,TB@PHI,6.2,PHI,13.5,11.0,7.52,10.5,11.03,10.28,5.647,9.92528571429,13.5,5.647,7.853,0.791211480058
Robert Woods,29685,WR,5100,BUF@NE,6.2,BUF,9.0,8.8,8.71,8.4,10.22,11.27,4.1155,8.64507142857,11.27,4.1155,7.1545,0.827581363452
Nelson Agholor,29683,WR,5100,TB@PHI,2.9,PHI,2.0,5.0,5.95,4.5,6.69,6.01,3.9105,4.86578571429,6.69,2.0,4.69,0.963873108146
Mike Glennon,25410,QB,5100,TB@PHI,15.9,TB,,,,,,,,,,,,
AJ McCarron,31047,QB,5100,CIN@ARI,-0.2,CIN,,,,,,,,,,,,
Marquess Wilson,30108,WR,5100,DEN@CHI,5.3,CHI,7.0,4.2,5.11,4.1,6.57,10.31,6.3725,6.2375,10.31,4.1,6.21,0.995591182365
Andre Holmes,14761,WR,5100,OAK@DET,4.6,OAK,,3.2,6.29,2.6,3.0,6.5,2.069,3.94316666667,6.5,2.069,4.431,1.1237161334
Austin Seferian-Jenkins,16923,TE,5100,TB@PHI,14.7,TB,,17.6,,16.8,,,5.2775,13.2258333333,17.6,5.2775,12.3225,0.931699325814
James White,28930,RB,5100,BUF@NE,1.7,NE,7.5,5.7,6.94,6.7,5.93,1.71,4.07,5.50714285714,7.5,1.71,5.79,1.0513618677
Stephen Gostkowski,7900,K,5100,BUF@NE,12.3,NE,,,,,,,,,,,,
Theo Riddick,33465,RB,5100,OAK@DET,8.5,DET,11.0,5.4,10.06,5.8,11.69,6.06,5.2699,7.89712857143,11.69,5.2699,6.4201,0.812966376567
