,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
315,Antone Smith ,DEN,#1,302,88.0,0.0,0.0,0.0,0.54,2.7,0.05,0.1,0.27,0.0,0.7,0.65,$4600,0.14,0.7,$3000,0.23,0.65,$35200,0.02,0.7,$6000,0.12,0.65,$3700,0.18,0.7,$3000,0.23,0.7,$2000,0.35,0.65,$2100,0.31,0.65,$10,65.0,,,,
316,Ryan Hewitt ,ARI,#6,302,88.0,0.0,0.0,0.0,0.4,1.27,0.0,0.26,2.68,0.01,0.7,0.57,$0,0.0,0.71,$2500,0.28,0.57,$0,0.0,0.7,$6000,0.12,0.57,$0,0.0,0.71,$3000,0.24,0.72,$0,0.0,0.58,$1600,0.36,0.57,$10,57.0,,,,
317,Tim Wright ,OAK,#31,303,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.73,0.02,0.69,0.54,$4500,0.12,0.69,$2500,0.28,0.54,$44700,0.01,0.69,$6000,0.12,0.54,$3000,0.18,0.69,$3000,0.23,0.69,$1700,0.41,0.54,$2000,0.27,0.54,$10,54.0,,,,
318,Jorvorskie Lane ,PHI,#5,304,89.0,0.0,0.0,0.0,0.22,0.69,0.0,0.31,3.07,0.0,0.69,0.53,$0,0.0,0.69,$3000,0.23,0.53,$0,0.0,0.69,$6000,0.12,0.53,$0,0.0,0.69,$3000,0.23,0.69,$2000,0.35,0.53,$2100,0.25,0.53,$10,53.0,,,,
319,Josh Bellamy ,DEN,#1,305,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.19,0.01,0.69,0.53,$4500,0.12,0.69,$0,0.0,0.53,$30000,0.02,0.69,$0,0.0,0.53,$0,0.0,0.69,$0,0.0,0.69,$2000,0.35,0.53,$2000,0.27,0.53,$0,0.0,,,,
320,Nick Boyle ,STL,#2,305,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.4,0.02,0.69,0.53,$4500,0.12,0.69,$2500,0.28,0.53,$30000,0.02,0.69,$6000,0.12,0.53,$3000,0.18,0.69,$3000,0.23,0.69,$1700,0.41,0.53,$0,0.0,0.53,$10,53.0,,,,
321,Cody Latimer ,CHI,#25,306,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.55,0.01,0.67,0.54,$4500,0.12,0.67,$3000,0.22,0.54,$30000,0.02,0.67,$6000,0.11,0.54,$3500,0.15,0.67,$3000,0.22,0.67,$2000,0.34,0.54,$3000,0.18,0.54,$10,54.0,,,,
322,Damien Williams ,DAL,#22,307,90.0,0.0,0.0,0.0,0.31,0.61,0.0,0.31,2.26,0.01,0.66,0.5,$4900,0.1,0.66,$3000,0.22,0.5,$35000,0.01,0.66,$6000,0.11,0.5,$3850,0.13,0.66,$3000,0.22,0.66,$2000,0.33,0.5,$2100,0.24,0.5,$10,50.0,,,,
323,Bruce Ellington ,SEA,#3,308,117.0,0.0,0.0,0.0,0.02,0.07,0.0,0.37,2.22,0.01,0.66,0.47,$4500,0.1,0.66,$3000,0.22,0.47,$30000,0.02,0.66,$6000,0.11,0.47,$3500,0.13,0.66,$3000,0.22,0.66,$2000,0.33,0.47,$2100,0.22,0.47,$10,47.0,,,,
324,A.J. McCarron ,ARI,#6,309,37.0,12.32,0.07,0.07,0.17,0.45,0.0,0.0,0.0,0.0,0.66,0.73,$5100,0.14,0.74,$5000,0.15,0.66,$75000,0.01,0.73,$10000,0.07,0.78,$4900,0.16,0.74,$3000,0.25,0.87,$4500,0.19,0.74,$4600,0.16,0.73,$20,36.5,,,,
325,Corey Fuller ,OAK,#31,310,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.69,0.01,0.64,0.53,$4500,0.12,0.64,$3000,0.21,0.53,$30000,0.02,0.64,$6000,0.11,0.53,$3000,0.18,0.64,$3000,0.21,0.64,$2000,0.32,0.53,$2500,0.21,0.53,$10,53.0,,,,
326,Jay Prosch ,NYJ,#4,311,91.0,0.23,0.0,0.0,0.45,2.5,0.02,0.2,0.73,0.0,0.63,0.53,$0,0.0,0.64,$3000,0.21,0.53,$0,0.0,0.63,$6000,0.11,0.53,$0,0.0,0.64,$3000,0.21,0.65,$2000,0.33,0.54,$2100,0.26,0.53,$10,53.0,,,,
327,Jerome Felton ,NE,#14,312,92.0,0.0,0.0,0.0,0.81,3.04,0.01,0.16,0.58,0.0,0.6,0.52,$0,0.0,0.6,$3000,0.2,0.52,$0,0.0,0.6,$6000,0.1,0.52,$0,0.0,0.6,$3000,0.2,0.6,$2000,0.3,0.52,$1100,0.47,0.52,$10,52.0,,,,
328,Zach Mettenberger ,JAC,#23,313,38.0,11.25,0.05,0.07,0.19,0.92,0.01,0.0,0.0,0.0,0.6,0.67,$6000,0.11,0.7,$5000,0.14,0.6,$75000,0.01,0.67,$10000,0.07,0.71,$5000,0.14,0.7,$3000,0.23,0.84,$4500,0.19,0.7,$4700,0.15,0.67,$20,33.5,,,,
329,Jordan Norwood ,CHI,#25,314,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.46,0.01,0.59,0.44,$4500,0.1,0.6,$3000,0.2,0.44,$30000,0.01,0.59,$6000,0.1,0.44,$3900,0.11,0.6,$3000,0.2,0.61,$2000,0.31,0.45,$3500,0.13,0.44,$10,44.0,,,,
330,Marc Mariani ,DEN,#1,315,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.72,0.02,0.58,0.49,$4500,0.11,0.58,$3000,0.19,0.49,$30000,0.02,0.58,$6000,0.1,0.49,$3000,0.16,0.58,$3000,0.19,0.58,$2000,0.29,0.49,$3000,0.16,0.49,$10,49.0,,,,
331,Cory Harkey ,BAL,#17,316,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.06,0.01,0.57,0.42,$4500,0.09,0.57,$2500,0.23,0.42,$30000,0.01,0.57,$6000,0.1,0.42,$3000,0.14,0.57,$3000,0.19,0.57,$1700,0.34,0.42,$2200,0.19,0.42,$10,42.0,,,,
332,Anthony Sherman ,SD,#28,317,93.0,0.0,0.0,0.0,0.32,0.86,0.0,0.3,1.43,0.01,0.57,0.42,$0,0.0,0.58,$3000,0.19,0.42,$35000,0.01,0.57,$6000,0.1,0.42,$3000,0.14,0.58,$3000,0.19,0.59,$2000,0.3,0.43,$1600,0.27,0.42,$10,42.0,,,,
333,Stepfan Taylor ,CIN,#11,318,94.0,0.0,0.0,0.0,0.65,2.72,0.02,0.11,0.74,0.0,0.56,0.5,$4500,0.11,0.57,$3000,0.19,0.5,$35000,0.01,0.56,$6000,0.09,0.5,$3500,0.14,0.57,$3000,0.19,0.58,$2000,0.29,0.51,$2600,0.2,0.5,$10,50.0,,,,
334,Cameron Artis-Payne ,WSH,#15,318,94.0,0.0,0.0,0.0,1.26,3.0,0.0,0.18,0.59,0.01,0.56,0.47,$4500,0.1,0.58,$3000,0.19,0.47,$35000,0.01,0.56,$6000,0.09,0.47,$3500,0.13,0.58,$3000,0.19,0.6,$2000,0.3,0.49,$2100,0.23,0.47,$10,47.0,,,,
335,Dan Orlovsky ,OAK,#31,319,39.0,11.02,0.05,0.04,0.13,0.16,0.0,0.0,0.0,0.0,0.54,0.58,$5000,0.12,0.6,$5000,0.12,0.54,$75000,0.01,0.58,$10000,0.06,0.65,$4500,0.14,0.6,$3000,0.2,0.73,$4500,0.16,0.6,$4600,0.13,0.58,$20,29.0,,,,
336,Aaron Ripkowski ,MIN,#16,320,95.0,0.0,0.0,0.0,0.04,0.03,0.0,0.15,2.02,0.03,0.54,0.46,$0,0.0,0.54,$3000,0.18,0.46,$0,0.0,0.54,$6000,0.09,0.46,$0,0.0,0.54,$3000,0.18,0.54,$2000,0.27,0.46,$2100,0.22,0.46,$10,46.0,,,,
337,Alonzo Harris ,MIN,#16,320,95.0,0.0,0.0,0.0,0.57,2.5,0.02,0.12,0.46,0.0,0.54,0.48,$4500,0.11,0.54,$3000,0.18,0.48,$35000,0.01,0.54,$6000,0.09,0.48,$3000,0.16,0.54,$3000,0.18,0.54,$2000,0.27,0.48,$2100,0.23,0.48,$10,48.0,,,,
338,Blake Bell ,SEA,#3,321,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.93,0.01,0.53,0.39,$4500,0.09,0.53,$2500,0.21,0.39,$30000,0.01,0.53,$6000,0.09,0.39,$3000,0.13,0.53,$3000,0.18,0.53,$1700,0.31,0.39,$0,0.0,0.39,$10,39.0,,,,
339,Kenbrell Thompkins ,HOU,#13,322,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.18,0.0,0.53,0.36,$4900,0.07,0.54,$3000,0.18,0.36,$38100,0.01,0.53,$6000,0.09,0.36,$3550,0.1,0.54,$3000,0.18,0.55,$2000,0.28,0.37,$2700,0.14,0.36,$10,36.0,,,,
340,E.J. Manuel ,NE,#14,323,40.0,10.16,0.04,0.05,0.2,0.81,0.0,0.0,0.0,0.0,0.51,0.56,$5700,0.1,0.58,$5000,0.12,0.51,$91800,0.01,0.56,$10000,0.06,0.61,$5000,0.12,0.58,$3000,0.19,0.7,$4500,0.16,0.58,$4700,0.12,0.56,$20,28.0,,,,
341,Lee Smith ,DET,#27,324,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.85,0.01,0.5,0.36,$4500,0.08,0.51,$2500,0.2,0.36,$30000,0.01,0.5,$6000,0.08,0.36,$3000,0.12,0.51,$3000,0.17,0.52,$1700,0.31,0.37,$2200,0.17,0.36,$10,36.0,,,,
342,Rex Burkhead ,ARI,#6,325,96.0,0.0,0.0,0.0,0.03,0.03,0.0,0.15,1.52,0.03,0.49,0.41,$4500,0.09,0.49,$3000,0.16,0.41,$35000,0.01,0.49,$6000,0.08,0.41,$3000,0.14,0.49,$3000,0.16,0.49,$2000,0.25,0.41,$2600,0.16,0.41,$10,41.0,,,,
343,Cordarrelle Patterson ,GB,#21,326,122.0,0.0,0.0,0.0,0.05,0.38,0.0,0.3,1.53,0.0,0.49,0.34,$4500,0.08,0.49,$3000,0.16,0.34,$30000,0.01,0.49,$6000,0.08,0.34,$3500,0.1,0.49,$3000,0.16,0.49,$2000,0.25,0.34,$2000,0.17,0.34,$10,34.0,,,,
344,Brian Parker ,SD,#28,327,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.83,0.01,0.48,0.36,$4500,0.08,0.48,$2500,0.19,0.36,$30000,0.01,0.48,$6000,0.08,0.36,$3000,0.12,0.48,$3000,0.16,0.48,$1700,0.28,0.36,$0,0.0,0.36,$10,36.0,,,,
345,Rod Streater ,DET,#27,328,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,2.07,0.0,0.47,0.34,$4500,0.08,0.47,$3000,0.16,0.34,$30000,0.01,0.47,$6000,0.08,0.34,$3400,0.1,0.47,$3000,0.16,0.47,$2000,0.24,0.34,$2100,0.16,0.34,$10,34.0,,,,
346,Lucky Whitehead ,MIA,#26,329,124.0,0.0,0.0,0.0,0.07,0.45,0.0,0.24,1.84,0.0,0.45,0.33,$4500,0.07,0.46,$3000,0.15,0.33,$30000,0.01,0.45,$6000,0.08,0.33,$3500,0.09,0.46,$3000,0.15,0.47,$2000,0.24,0.34,$2100,0.16,0.33,$10,33.0,,,,
347,Michael Williams ,BUF,#10,330,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.32,0.01,0.39,0.29,$0,0.0,0.39,$2500,0.16,0.29,$0,0.0,0.39,$6000,0.07,0.29,$0,0.0,0.39,$3000,0.13,0.39,$1700,0.23,0.29,$0,0.0,0.29,$10,29.0,,,,
348,T.J. Jones ,OAK,#31,331,125.0,0.0,0.0,0.0,0.01,0.1,0.0,0.13,1.89,0.01,0.39,0.32,$4500,0.07,0.39,$3000,0.13,0.32,$30000,0.01,0.39,$6000,0.07,0.32,$3000,0.11,0.39,$3000,0.13,0.39,$2000,0.2,0.32,$1000,0.32,0.32,$10,32.0,,,,
349,MyCole Pruitt ,GB,#21,332,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.59,0.0,0.38,0.27,$4500,0.06,0.38,$2500,0.15,0.27,$30000,0.01,0.38,$6000,0.06,0.27,$3000,0.09,0.38,$3000,0.13,0.38,$1700,0.22,0.27,$0,0.0,0.27,$10,27.0,,,,
350,Tyler Clutts ,MIA,#26,333,97.0,0.0,0.0,0.0,0.37,0.46,0.0,0.24,0.7,0.0,0.36,0.24,$0,0.0,0.37,$3000,0.12,0.24,$0,0.0,0.36,$6000,0.06,0.24,$0,0.0,0.37,$3000,0.12,0.38,$2000,0.19,0.25,$1600,0.16,0.24,$10,24.0,,,,
351,Matt Moore ,DAL,#22,334,41.0,4.67,0.05,0.01,0.11,-0.09,0.0,0.0,0.0,0.0,0.36,0.37,$5400,0.07,0.37,$5000,0.07,0.36,$75000,0.0,0.37,$10000,0.04,0.4,$5000,0.08,0.37,$3000,0.12,0.41,$4500,0.09,0.37,$4800,0.08,0.37,$20,18.5,,,,
352,Nick Foles ,BAL,#17,335,42.0,8.48,0.02,0.06,0.17,0.6,0.0,0.0,0.0,0.0,0.34,0.4,$6300,0.06,0.41,$5000,0.08,0.34,$85200,0.0,0.4,$10000,0.04,0.42,$5000,0.08,0.41,$3100,0.13,0.5,$4700,0.11,0.41,$5200,0.08,0.4,$23,17.39,,,,
353,Jerome Simpson ,SEA,#3,336,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.53,0.0,0.32,0.24,$4700,0.05,0.32,$3000,0.11,0.24,$30000,0.01,0.32,$6000,0.05,0.24,$3700,0.06,0.32,$3000,0.11,0.32,$2000,0.16,0.24,$3600,0.07,0.24,$10,24.0,,,,
354,Kellen Clemens ,KC,#9,337,43.0,4.7,0.04,0.01,0.11,-0.11,0.0,0.0,0.0,0.0,0.32,0.33,$5200,0.06,0.33,$5000,0.07,0.32,$75000,0.0,0.33,$10000,0.03,0.36,$4500,0.08,0.33,$3000,0.11,0.37,$4500,0.08,0.33,$4800,0.07,0.33,$20,16.5,,,,
355,Matthew Mulligan ,NE,#14,338,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.91,0.0,0.3,0.18,$4500,0.04,0.32,$2500,0.13,0.18,$30000,0.01,0.3,$6000,0.05,0.18,$3000,0.06,0.32,$3000,0.11,0.34,$1700,0.2,0.2,$0,0.0,0.18,$10,18.0,,,,
356,Geoff Swaim ,MIA,#26,338,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.88,0.0,0.3,0.17,$0,0.0,0.32,$2500,0.13,0.17,$30000,0.01,0.3,$6000,0.05,0.17,$3000,0.06,0.32,$3000,0.11,0.34,$1700,0.2,0.19,$0,0.0,0.17,$10,17.0,,,,
357,Luke Stocker ,PHI,#5,339,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.98,0.01,0.29,0.22,$4500,0.05,0.29,$2500,0.12,0.22,$30000,0.01,0.29,$6000,0.05,0.22,$3000,0.07,0.29,$3000,0.1,0.29,$1700,0.17,0.22,$2100,0.1,0.22,$10,22.0,,,,
358,Demetrius Harris ,SD,#28,339,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.42,0.0,0.29,0.22,$0,0.0,0.29,$2500,0.12,0.22,$30000,0.01,0.29,$6000,0.05,0.22,$3000,0.07,0.29,$3000,0.1,0.29,$1700,0.17,0.22,$2200,0.1,0.22,$10,22.0,,,,
359,Russell Shepard ,PHI,#5,340,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.35,0.0,0.25,0.19,$4500,0.04,0.25,$3000,0.08,0.19,$30000,0.01,0.25,$6000,0.04,0.19,$3000,0.06,0.25,$3000,0.08,0.25,$2000,0.13,0.19,$2500,0.08,0.19,$10,19.0,,,,
360,Nic Jacobs ,TEN,#12,341,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.05,0.0,0.24,0.17,$0,0.0,0.24,$2500,0.1,0.17,$30000,0.01,0.24,$6000,0.04,0.17,$3000,0.06,0.24,$3000,0.08,0.24,$1700,0.14,0.17,$0,0.0,0.17,$10,17.0,,,,
361,Chase Daniel ,SD,#28,342,44.0,4.5,0.02,0.01,0.14,-0.04,0.0,0.0,0.0,0.0,0.22,0.23,$5000,0.05,0.24,$5000,0.05,0.22,$75000,0.0,0.23,$10000,0.02,0.26,$4500,0.06,0.24,$3000,0.08,0.29,$4500,0.06,0.24,$4700,0.05,0.23,$20,11.5,,,,
362,Rod Smith ,MIA,#26,343,98.0,0.0,0.0,0.0,0.34,0.73,0.0,0.1,0.5,0.0,0.22,0.17,$0,0.0,0.22,$3000,0.07,0.17,$35000,0.0,0.22,$6000,0.04,0.17,$3000,0.06,0.22,$3000,0.07,0.22,$2000,0.11,0.17,$2100,0.08,0.17,$10,17.0,,,,
363,Quan Bray ,ATL,#19,344,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.84,0.01,0.2,0.17,$0,0.0,0.2,$3000,0.07,0.17,$30000,0.01,0.2,$6000,0.03,0.17,$0,0.0,0.2,$3000,0.07,0.2,$0,0.0,0.17,$2100,0.08,0.17,$10,17.0,,,,
364,Matthew McGloin ,DET,#27,345,45.0,4.0,0.02,0.03,0.07,-0.02,0.0,0.0,0.0,0.0,0.16,0.19,$0,0.0,0.2,$0,0.0,0.16,$87900,0.0,0.19,$0,0.0,0.2,$0,0.0,0.2,$0,0.0,0.25,$0,0.0,0.2,$0,0.0,0.19,$0,0.0,,,,
365,George Winn ,OAK,#31,346,99.0,0.0,0.0,0.0,0.41,0.23,0.0,0.12,0.29,0.0,0.15,0.09,$0,0.0,0.16,$3000,0.05,0.09,$35000,0.0,0.15,$6000,0.03,0.09,$3000,0.03,0.16,$3000,0.05,0.17,$2000,0.09,0.1,$700,0.14,0.09,$10,9.0,,,,
366,Bradley Marquez ,BAL,#17,347,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.56,0.0,0.13,0.09,$4500,0.02,0.13,$3000,0.04,0.09,$30000,0.0,0.13,$6000,0.02,0.09,$3000,0.03,0.13,$3000,0.04,0.13,$0,0.0,0.09,$2000,0.05,0.09,$10,9.0,,,,
367,Travaris Cadet ,SEA,#3,348,100.0,0.0,0.0,0.0,0.19,0.18,0.0,0.08,0.18,0.0,0.12,0.08,$4500,0.02,0.12,$3000,0.04,0.08,$35000,0.0,0.12,$6000,0.02,0.08,$3100,0.03,0.12,$3000,0.04,0.12,$2000,0.06,0.08,$0,0.0,0.08,$10,8.0,,,,
368,Philly Brown ,WSH,#15,349,130.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.66,0.0,0.11,0.09,$4800,0.02,0.11,$3000,0.04,0.09,$52700,0.0,0.11,$6450,0.02,0.09,$4000,0.02,0.11,$3200,0.03,0.11,$2000,0.06,0.09,$3600,0.03,0.09,$13,6.92,,,,
369,Justin Perillo ,MIN,#16,350,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.61,0.0,0.11,0.09,$4800,0.02,0.11,$2700,0.04,0.09,$43700,0.0,0.11,$6000,0.02,0.09,$3000,0.03,0.11,$3000,0.04,0.11,$0,0.0,0.09,$2100,0.04,0.09,$10,9.0,,,,
370,Cooper Helfet ,SF,#29,351,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.01,0.09,0.08,$0,0.0,0.09,$2500,0.04,0.08,$30000,0.0,0.09,$6000,0.02,0.08,$3000,0.03,0.09,$3000,0.03,0.09,$1700,0.05,0.08,$0,0.0,0.08,$10,8.0,,,,
371,Jimmy Clausen ,DEN,#1,352,46.0,6.04,0.0,0.06,0.09,0.12,0.0,0.0,0.0,0.0,0.07,0.13,$5700,0.02,0.16,$5000,0.03,0.07,$75000,0.0,0.13,$10000,0.01,0.13,$5000,0.03,0.16,$3000,0.05,0.25,$4500,0.06,0.16,$4600,0.03,0.13,$20,6.5,,,,
372,Khari Lee ,DEN,#1,353,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.03,0.02,$4500,0.0,0.03,$2500,0.01,0.02,$30000,0.0,0.03,$6000,0.01,0.02,$3000,0.01,0.03,$3000,0.01,0.03,$0,0.0,0.02,$2000,0.01,0.02,$10,2.0,,,,
373,Kevin Norwood ,WSH,#15,354,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.01,$0,0.0,0.02,$3000,0.01,0.01,$30000,0.0,0.02,$6000,0.0,0.01,$3000,0.0,0.02,$3000,0.01,0.02,$2000,0.01,0.01,$1500,0.01,0.01,$10,1.0,,,,
374,Matt Slater ,BUF,#10,354,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.01,$0,0.0,0.02,$0,0.0,0.01,$30000,0.0,0.02,$0,0.0,0.01,$0,0.0,0.02,$0,0.0,0.02,$2000,0.01,0.01,$0,0.0,0.01,$0,0.0,,,,
375,Rico Richardson ,JAC,#23,354,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0,0.02,0.01,$0,0.0,0.02,$3000,0.01,0.01,$30000,0.0,0.02,$6000,0.0,0.01,$3000,0.0,0.02,$3000,0.01,0.02,$0,0.0,0.01,$2500,0.0,0.01,$10,1.0,,,,
376,David Johnson ,KC,#9,355,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.02,0.01,$4500,0.0,0.02,$2500,0.01,0.01,$30000,0.0,0.02,$6000,0.0,0.01,$3000,0.0,0.02,$3000,0.01,0.02,$1700,0.01,0.01,$2100,0.0,0.01,$10,1.0,,,,
377,Darrius Heyward-Bey ,BYE,356,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$6000,0,0.0,$3700,0,0.0,$0,0,0.0,$2000,0,0.0,$0,0,0.0,$0,0,,,,,
378,Ryan Mathews ,TB,#18,357,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$5300,0.0,0,$3500,0.0,0,$73100,0.0,0,$8950,0.0,0,$4550,0.0,0,$3300,0.0,0,$6700,0.0,0,$4200,0.0,0,$16,0.0,,,,
379,Jim Dray ,BYE,358,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$6000,0,0.0,$3000,0,0.0,$0,0,0.0,$1700,0,0.0,$0,0,0.0,$0,0,,,,,
380,Sam Bradford ,TB,#18,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$7000,0.0,0,$5500,0.0,0,$103200,0.0,0,$12250,0.0,0,$5500,0.0,0,$3000,0.0,0,$6700,0.0,0,$5200,0.0,0,$27,0.0,,,,
381,C.J. Spiller ,BYE,359,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$7350,0,0.0,$4400,0,0.0,$0,0,0.0,$2000,0,0.0,$0,0,0.0,$0,0,,,,,
382,Antonio Brown ,BYE,359,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$19100,0,0.0,$6450,0,0.0,$0,0,0.0,$9000,0,0.0,$0,0,0.0,$0,0,,,,,
383,Andrew Quarless ,MIN,#16,359,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0,$0,0.0,0,$30000,0.0,0,$6000,0.0,0,$3200,0.0,0,$3000,0.0,0,$0,0.0,0,$0,0.0,0,$10,0.0,,,,
384,Brian Hoyer ,NYJ,#4,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$6700,0.0,0,$5200,0.0,0,$114900,0.0,0,$14050,0.0,0,$5700,0.0,0,$5100,0.0,0,$6900,0.0,0,$5900,0.0,0,$28,0.0,,,,
385,Matt Flynn ,BYE,359,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$10000,0,0.0,$4500,0,0.0,$0,0,0.0,$4500,0,0.0,$0,0,0.0,$0,0,,,,,
386,Charlie Whitehurst ,ATL,#19,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$5000,0.0,0,$5000,0.0,0,$75000,0.0,0,$10000,0.0,0,$4700,0.0,0,$3000,0.0,0,$4500,0.0,0,$5100,0.0,0,$20,0.0,,,,
387,Shane Vereen ,BYE,359,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$8300,0,0.0,$4600,0,0.0,$0,0,0.0,$5100,0,0.0,$0,0,0.0,$0,0,,,,,
388,Jordan Todman ,BYE,359,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$6000,0,0.0,$3000,0,0.0,$0,0,0.0,$2000,0,0.0,$0,0,0.0,$0,0,,,,,
389,Andrew Luck ,ATL,#19,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0,$6700,0.0,0,$0,0.0,0,$16900,0.0,0,$6800,0.0,0,$3000,0.0,0,$0,0.0,0,$6400,0.0,0,$31,0.0,,,,
390,Robert Griffin III ,CAR,#7,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$5500,0.0,0,$5000,0.0,0,$75000,0.0,0,$10000,0.0,0,$0,0.0,0,$0,0.0,0,$4500,0.0,0,$4800,0.0,0,$20,0.0,,,,
391,Gary Barnidge ,BYE,359,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$10900,0,0.0,$4900,0,0.0,$0,0,0.0,$6800,0,0.0,$0,0,0.0,$0,0,,,,,
392,Dwayne Harris ,BYE,359,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$6000,0,0.0,$3900,0,0.0,$0,0,0.0,$3200,0,0.0,$0,0,0.0,$0,0,,,,,
393,Mark Ingram ,BYE,359,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0,0.0,$0,0,0.0,$0,0,0.0,$12250,0,0.0,$5000,0,0.0,$0,0,0.0,$7500,0,0.0,$0,0,0.0,$0,0,,,,,
394,Joe Webb ,WSH,#15,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$5000,0.0,0,$5000,0.0,0,$75000,0.0,0,$10000,0.0,0,$0,0.0,0,$3000,0.0,0,$2000,0.0,0,$4500,0.0,0,$20,0.0,,,,
395,Thaddeus Lewis ,TB,#18,359,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,$5000,0.0,0,$5000,0.0,0,$75000,0.0,0,$10000,0.0,0,$0,0.0,0,$0,0.0,0,$4500,0.0,0,$0,0.0,0,$20,0.0,,,,
