player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td


"Matt Forte (RB, CHI)",KC,#18,11,3,0.00,0.00,0.00,16.79,74.75,0.31,4.95,39.95,0.18,19.26,16.79,$8400,2,19.35,$7000,2.76,16.79,$130100,0.13,19.26,$15250,1.26,16.79,$5350,3.14,19.35,$7300,2.65,19.44,$7900,2.46,16.88,$7100,2.38,16.79,$33,508.79
"DeAndre Hopkins (WR, HOU)",IND,#24,12,3,0.00,0.00,0.00,0.00,0.00,0.00,6.41,94.95,0.50,18.91,15.7,$8000,1.96,18.95,$7200,2.63,15.7,$121500,0.13,18.91,$15600,1.21,15.7,$5500,2.85,18.95,$6500,2.92,18.99,$7600,2.5,15.74,$6600,2.38,15.7,$30,523.33
"Randall Cobb (WR, GB)",STL,#7,13,4,0.00,0.00,0.00,0.09,1.31,0.00,6.36,86.70,0.61,18.78,15.6,$8200,1.9,18.8,$7500,2.51,15.6,$128500,0.12,18.78,$15250,1.23,15.6,$5700,2.74,18.8,$7300,2.58,18.82,$7600,2.48,15.62,$7400,2.11,15.6,$31,503.23
"Jeremy Maclin (WR, KC)",CHI,#30,14,5,0.00,0.00,0.00,0.14,0.39,0.00,6.14,88.03,0.55,18.36,15.29,$6900,2.22,18.36,$6000,3.06,15.29,$119000,0.13,18.36,$12800,1.43,15.29,$5000,3.06,18.36,$6100,3.01,18.36,$7200,2.55,15.29,$6300,2.43,15.29,$25,611.6
"Keenan Allen (WR, SD)",PIT,#16,15,6,0.00,0.00,0.00,0.00,0.00,0.00,6.73,79.84,0.61,18.21,14.85,$7700,1.93,18.31,$7200,2.54,14.85,$124300,0.12,18.21,$15750,1.16,14.85,$5300,2.8,18.31,$6500,2.82,18.41,$7000,2.63,14.95,$6400,2.34,14.85,$28,530.36
"Julian Edelman (WR, NE)",DAL,#21,16,7,0.00,0.00,0.00,0.38,4.11,0.00,6.65,77.73,0.55,18.01,14.69,$7700,1.91,18.09,$7000,2.58,14.69,$133400,0.11,18.01,$15200,1.18,14.69,$5700,2.58,18.09,$7100,2.55,18.17,$7800,2.33,14.77,$7100,2.08,14.69,$31,473.87
"Drew Brees (QB, NO)",PHI,#5,17,7,301.09,1.80,1.25,2.67,11.35,0.09,0.00,0.00,0.00,17.94,19.19,$8100,2.37,22.5,$7200,3.13,17.94,$137500,0.13,19.19,$16300,1.18,20.95,$7100,2.95,19.5,$7700,2.53,22.82,$8000,2.85,19.5,$7600,2.57,19.19,$34,564.41
"Odell Beckham (WR, NYG)",SF,#28,18,8,0.00,0.00,0.00,0.24,3.40,0.02,5.48,87.08,0.48,17.53,14.79,$9000,1.64,17.55,$9000,1.95,14.79,$133600,0.11,17.53,$16350,1.07,14.79,$6350,2.33,17.55,$7300,2.4,17.57,$8300,2.12,14.81,$8100,1.83,14.79,$34,435
"A.J. Green (WR, CIN)",SEA,#6,18,8,-0.13,0.00,0.00,0.02,0.07,0.00,6.16,82.53,0.52,17.53,14.45,$8200,1.76,17.53,$7700,2.28,14.45,$129100,0.11,17.53,$16100,1.09,14.45,$5800,2.49,17.53,$6400,2.74,17.53,$7600,2.31,14.45,$7800,1.85,14.45,$29,498.28
"Antonio Brown (WR, PIT)",SD,#22,19,9,0.00,0.00,0.02,0.11,0.20,0.00,5.88,80.07,0.59,17.41,14.49,$8600,1.68,17.45,$8700,2.01,14.47,$132100,0.11,17.43,$17950,0.97,14.47,$6100,2.37,17.45,$6200,2.81,17.47,$8700,2.01,14.51,$7700,1.88,14.49,$32,452.81
"Russell Wilson (QB, SEA)",CIN,#11,20,8,202.18,1.40,0.74,5.84,36.89,0.29,0.02,0.02,0.00,17.34,18.07,$8200,2.2,18.26,$6900,2.65,17.33,$129500,0.13,18.08,$17600,1.03,19.35,$6500,2.98,18.26,$7000,2.61,20.46,$7800,2.62,18.25,$7900,2.31,18.07,$37,488.38
"Emmanuel Sanders (WR, DEN)",OAK,#32,21,10,0.00,0.00,0.00,0.08,0.84,0.00,5.11,79.27,0.68,17.26,14.71,$7700,1.91,17.28,$7400,2.34,14.71,$126300,0.12,17.26,$13500,1.28,14.71,$5450,2.7,17.28,$6700,2.58,17.3,$7800,2.22,14.73,$5700,2.58,14.71,$29,507.24
"Sam Bradford (QB, PHI)",NO,#31,22,9,272.27,1.79,0.66,2.56,5.14,0.09,0.02,-0.18,0.00,17.21,17.86,$7500,2.38,18.2,$6000,3.03,17.2,$116700,0.15,17.87,$14950,1.2,19.92,$6300,3.16,18.2,$6800,2.68,21.25,$6000,3.54,18.19,$7100,2.56,17.86,$27,661.48
"Calvin Johnson (WR, DET)",ARI,#3,23,11,0.00,0.00,0.00,0.00,0.00,0.00,5.97,83.68,0.45,17.12,14.13,$8100,1.74,17.12,$7400,2.31,14.13,$120100,0.12,17.12,$14400,1.19,14.13,$5350,2.64,17.12,$6400,2.68,17.12,$7100,2.41,14.13,$6700,2.11,14.13,$29,487.24
"Rob Gronkowski (TE, NE)",DAL,#21,24,1,0.00,0.00,0.00,0.00,0.00,0.00,5.73,75.83,0.62,17.03,14.17,$8400,1.69,17.05,$7500,2.27,14.17,$140200,0.1,17.03,$17700,0.96,14.17,$5950,2.38,17.05,$6700,2.54,17.07,$7800,2.19,14.19,$6400,2.22,14.17,$33,429.39
"Tyrod Taylor (QB, BUF)",TEN,#8,25,10,237.03,1.49,0.92,4.96,25.27,0.15,0.00,0.00,0.00,16.79,17.71,$7500,2.36,17.83,$5800,3.07,16.79,$124300,0.14,17.71,$15600,1.14,19.16,$6300,3.04,17.83,$6800,2.62,20.32,$6900,2.94,17.83,$6800,2.62,17.71,$35,506
"Alex Smith (QB, KC)",CHI,#30,26,11,248.61,1.46,0.80,3.82,19.95,0.14,0.02,-0.08,0.00,16.63,17.42,$6900,2.52,17.69,$5500,3.22,16.62,$115600,0.14,17.43,$14850,1.17,19.11,$5950,3.21,17.69,$7100,2.49,20.44,$6300,3.24,17.68,$5800,3.05,17.42,$32,544.38
"Kirk Cousins (QB, WSH)",ATL,#19,27,12,271.60,1.45,0.90,2.52,9.37,0.12,0.00,0.00,0.00,16.32,17.22,$6400,2.69,17.34,$5300,3.27,16.32,$108700,0.15,17.22,$13200,1.3,19.04,$5750,3.31,17.34,$5800,2.99,20.18,$5400,3.74,17.34,$5200,3.33,17.22,$25,688.8
"Eli Manning (QB, NYG)",SF,#28,28,13,257.34,1.51,0.95,2.41,8.86,0.16,0.00,0.00,0.00,16.12,17.07,$7700,2.22,17.21,$6800,2.53,16.12,$125600,0.13,17.07,$15800,1.08,18.69,$6850,2.73,17.21,$6900,2.49,19.92,$7200,2.77,17.21,$6600,2.61,17.07,$36,474.17
"Devonta Freeman (RB, ATL)",WSH,#14,29,4,0.41,0.02,0.00,12.84,54.43,0.26,4.57,38.75,0.13,16,13.72,$7600,1.81,16.16,$6300,2.57,13.72,$117500,0.12,16,$15450,1.04,13.72,$5000,2.74,16.16,$6800,2.38,16.33,$7800,2.09,13.88,$6300,2.2,13.72,$27,508.15
"Arian Foster (RB, HOU)",IND,#24,30,5,0.00,0.00,0.00,14.15,60.74,0.50,3.21,26.11,0.18,15.72,14.11,$8200,1.72,15.85,$7000,2.26,14.11,$111500,0.13,15.72,$10750,1.46,14.11,$5650,2.5,15.85,$6400,2.48,15.98,$7200,2.22,14.24,$6400,2.23,14.11,$30,470.33
"Michael Vick (QB, PIT)",SD,#22,31,14,204.84,1.24,1.06,5.92,39.63,0.21,0.06,0.03,0.00,15.7,16.73,$6500,2.57,17.11,$0,0,15.67,$110000,0.14,16.76,$0,0,17.72,$5900,3,17.11,$6100,2.8,19.51,$5700,3.42,17.08,$7200,2.37,16.73,$0,0
"Colin Kaepernick (QB, SF)",NYG,#12,32,15,196.40,1.13,0.76,6.53,38.70,0.18,0.02,0.02,0.00,15.37,16.12,$7100,2.27,16.42,$5200,3.16,15.36,$106500,0.14,16.13,$14400,1.12,17.32,$5500,3.15,16.42,$6300,2.61,18.67,$6200,3.01,16.41,$6000,2.74,16.12,$31,520
"Joe Flacco (QB, BAL)",CLE,#27,33,16,256.19,1.36,1.10,2.62,12.04,0.06,0.02,0.36,0.02,15.15,16.24,$7700,2.11,16.37,$5600,2.92,15.14,$118200,0.13,16.25,$13900,1.17,17.7,$6000,2.95,16.37,$6100,2.68,19.05,$6200,3.07,16.36,$6300,2.6,16.24,$34,477.65
"Jay Cutler (QB, CHI)",KC,#18,34,17,262.54,1.41,1.30,2.84,9.98,0.15,0.00,0.00,0.00,15.08,16.38,$7400,2.21,16.67,$5300,3.15,15.08,$122500,0.12,16.38,$13950,1.17,17.71,$6250,2.83,16.67,$5800,2.87,19.59,$6100,3.21,16.67,$5800,2.87,16.38,$28,585
"Marcus Mariota (QB, TEN)",BUF,#10,35,18,188.49,1.19,0.77,4.04,31.04,0.22,0.02,0.00,0.00,14.74,15.5,$7400,2.09,15.78,$6000,2.63,14.73,$115400,0.13,15.51,$15900,0.98,16.62,$6200,2.68,15.78,$5700,2.77,17.94,$6900,2.6,15.77,$5200,3.03,15.5,$32,484.38
"Andy Dalton (QB, CIN)",SEA,#6,36,19,252.02,1.35,1.24,3.93,19.93,0.04,0.00,0.00,0.00,14.69,15.93,$7300,2.18,16.22,$5700,2.85,14.69,$121800,0.12,15.93,$16500,0.97,17.21,$6250,2.75,16.22,$6000,2.7,19.03,$7200,2.64,16.22,$6800,2.39,15.93,$31,513.87
"Martellus Bennett (TE, CHI)",KC,#18,37,2,0.00,0.00,0.00,0.00,0.00,0.00,5.93,61.63,0.40,14.39,11.43,$5900,1.94,14.46,$5000,2.89,11.43,$117800,0.1,14.39,$10700,1.34,11.43,$4750,2.41,14.46,$4700,3.08,14.53,$6400,2.27,11.5,$4300,2.67,11.43,$19,601.58
"Eddie Lacy (RB, GB)",STL,#7,38,6,0.00,0.00,0.00,14.83,65.47,0.30,3.06,28.45,0.02,14.33,12.8,$7600,1.68,14.29,$6700,2.13,12.68,$129200,0.1,14.33,$13750,1.04,12.8,$5150,2.49,14.41,$6400,2.25,14.49,$7800,1.86,12.88,$5400,2.39,12.8,$29,441.38
"Dion Lewis (RB, NE)",DAL,#21,39,7,0.00,0.00,0.00,7.61,37.22,0.21,4.13,36.07,0.24,14.08,12.01,$6900,1.74,14.12,$4800,2.94,12.01,$107400,0.11,14.08,$12100,1.16,12.01,$4700,2.56,14.12,$5600,2.52,14.16,$5700,2.48,12.05,$5400,2.23,12.01,$25,480.4
"Amari Cooper (WR, OAK)",DEN,#1,40,12,0.00,0.00,0.00,0.00,0.00,0.00,5.67,69.00,0.26,14.05,11.22,$7300,1.54,14.09,$6600,2.13,11.22,$117800,0.1,14.05,$12450,1.13,11.22,$5150,2.18,14.09,$5200,2.71,14.13,$6700,2.11,11.26,$5500,2.05,11.22,$26,431.54
"Larry Fitzgerald (WR, ARI)",DET,#20,41,13,0.00,0.00,0.00,0.00,0.00,0.00,5.06,63.81,0.44,14.04,11.51,$7400,1.56,14.06,$6800,2.07,11.51,$125400,0.09,14.04,$15450,0.91,11.51,$5200,2.21,14.06,$6000,2.34,14.08,$7200,1.96,11.53,$6000,1.92,11.51,$29,396.9
"Justin Forsett (RB, BAL)",CLE,#27,42,8,0.00,0.00,0.00,13.43,66.75,0.53,2.20,16.24,0.06,13.94,12.84,$7200,1.78,13.99,$5800,2.41,12.84,$113600,0.11,13.94,$11650,1.2,12.84,$5300,2.42,13.99,$5800,2.41,14.04,$6800,2.06,12.89,$6100,2.11,12.84,$25,513.6
"Brandon Weeden (QB, DAL)",NE,#25,43,20,208.48,1.42,0.67,2.67,8.30,0.07,0.02,0.49,0.00,13.84,14.5,$6400,2.27,14.65,$5100,2.87,13.83,$105100,0.13,14.51,$10400,1.4,15.91,$5300,3,14.65,$5500,2.66,16.87,$4700,3.59,14.64,$6700,2.19,14.5,$27,537.04
"T.Y. Hilton (WR, IND)",HOU,#13,44,14,0.00,0.00,0.00,0.04,0.06,0.00,4.77,74.32,0.26,13.69,11.3,$7500,1.51,13.73,$6800,2.02,11.3,$106600,0.11,13.69,$12250,1.12,11.3,$4900,2.31,13.73,$5300,2.59,13.77,$6900,2,11.34,$6300,1.8,11.3,$24,470.83
"Jameis Winston (QB, TB)",JAC,#26,45,21,215.40,1.42,1.00,3.02,14.44,0.10,0.00,0.00,0.00,13.66,14.66,$6400,2.29,15,$5100,2.94,13.66,$109400,0.12,14.66,$13950,1.05,15.81,$5300,2.98,15,$5900,2.54,17.49,$5900,2.96,15,$5300,2.83,14.66,$29,505.52
"Derek Carr (QB, OAK)",DEN,#1,46,22,258.02,1.27,1.17,2.53,8.27,0.04,0.00,0.00,0.00,13.55,14.72,$6700,2.2,15.05,$5500,2.74,13.55,$119300,0.11,14.72,$13850,1.06,16.13,$6100,2.64,15.05,$5500,2.74,17.96,$6300,2.85,15.05,$5200,2.89,14.72,$26,566.15
"Blake Bortles (QB, JAC)",TB,#23,47,23,209.04,1.23,0.94,2.88,14.03,0.18,0.00,0.00,0.00,13.48,14.42,$6900,2.09,14.64,$5100,2.87,13.48,$117400,0.11,14.42,$14400,1,15.58,$5700,2.73,14.64,$6200,2.36,16.96,$5000,3.39,14.64,$5600,2.61,14.42,$28,515
"Jordan Matthews (WR, PHI)",NO,#31,48,15,0.00,0.00,0.00,0.00,0.00,0.00,4.77,62.13,0.42,13.46,11.08,$6800,1.63,13.5,$6400,2.11,11.08,$115600,0.1,13.46,$13950,0.96,11.08,$4850,2.28,13.5,$5500,2.45,13.54,$6000,2.26,11.12,$5400,2.06,11.08,$26,426.15
"Jason Witten (TE, DAL)",NE,#25,49,3,0.00,0.00,0.00,0.00,0.00,0.00,4.98,58.86,0.42,13.35,10.86,$5700,1.91,13.37,$4500,2.97,10.86,$96100,0.11,13.35,$12550,1.06,10.86,$4600,2.36,13.37,$4800,2.79,13.39,$6200,2.16,10.88,$4100,2.65,10.86,$21,517.14
"Matthew Stafford (QB, DET)",ARI,#3,50,24,253.05,1.16,1.38,2.31,10.85,0.12,0.04,-0.02,0.00,13.29,14.65,$7000,2.09,15.03,$5400,2.78,13.27,$109800,0.12,14.67,$15000,0.98,15.8,$6400,2.47,15.03,$6200,2.42,17.92,$6300,2.84,15.01,$5300,2.83,14.65,$33,443.94
"Todd Gurley (RB, STL)",GB,#17,51,9,0.00,0.00,0.00,13.06,61.56,0.38,2.41,21.81,0.06,13.17,11.96,$6700,1.79,13.28,$4300,3.09,11.96,$109900,0.11,13.17,$10550,1.25,11.96,$4800,2.49,13.28,$5400,2.46,13.39,$7000,1.91,12.07,$6000,2.01,11.96,$10,1196
"Pierre Garcon (WR, WSH)",ATL,#19,52,16,0.00,0.00,0.00,0.00,0.00,0.00,4.92,62.07,0.30,12.93,10.47,$6200,1.69,12.93,$5300,2.44,10.47,$99400,0.11,12.93,$11650,1.11,10.47,$4700,2.23,12.93,$5000,2.59,12.93,$4900,2.64,10.47,$3600,2.91,10.47,$19,551.05
"Travis Kelce (TE, KC)",CHI,#30,53,4,0.00,0.00,0.00,0.00,0.00,0.00,4.87,57.73,0.38,12.92,10.49,$6500,1.61,12.94,$5200,2.49,10.49,$114500,0.09,12.92,$13000,0.99,10.49,$4950,2.12,12.94,$5200,2.49,12.96,$7000,1.85,10.51,$4700,2.24,10.49,$21,499.52
"James Jones (WR, GB)",STL,#7,54,17,0.00,0.00,0.00,0.00,0.00,0.00,4.87,57.62,0.37,12.91,10.48,$6400,1.64,12.91,$5700,2.26,10.48,$111400,0.09,12.91,$13400,0.96,10.48,$4850,2.16,12.91,$5100,2.53,12.91,$6300,2.05,10.48,$4200,2.5,10.48,$23,455.65
"Percy Harvin (WR, BUF)",TEN,#8,55,18,0.77,0.00,0.00,0.63,2.62,0.00,5.32,56.65,0.28,12.9,10.24,$5400,1.9,12.93,$4600,2.81,10.24,$75400,0.14,12.9,$8600,1.5,10.25,$4350,2.36,12.93,$4200,3.08,12.97,$3100,4.18,10.27,$3600,2.85,10.24,$20,512
"Golden Tate (WR, DET)",ARI,#3,56,19,0.00,0.00,0.00,0.10,0.24,0.00,4.95,60.45,0.30,12.68,10.2,$6600,1.55,12.75,$5200,2.45,10.2,$88400,0.12,12.68,$10050,1.26,10.2,$4500,2.27,12.75,$4800,2.66,12.82,$6000,2.14,10.27,$4600,2.23,10.2,$23,443.48
"Mark Ingram (RB, NO)",PHI,#5,57,10,0.00,0.00,0.00,13.69,53.89,0.36,3.18,18.22,0.05,12.65,11.06,$8000,1.38,12.77,$6100,2.09,11.06,$117700,0.09,12.65,$13550,0.93,11.06,$4850,2.28,12.77,$5400,2.36,12.89,$7200,1.79,11.18,$6600,1.69,11.06,$24,460.83
"Danny Woodhead (RB, SD)",PIT,#16,58,11,0.00,0.00,0.00,11.71,43.95,0.26,2.88,29.64,0.18,12.64,11.2,$6000,1.87,12.78,$4600,2.78,11.2,$90200,0.12,12.64,$11200,1.13,11.2,$4700,2.38,12.78,$4900,2.61,12.92,$5200,2.48,11.34,$5200,2.18,11.2,$20,560
"Doug Martin (RB, TB)",JAC,#26,59,12,0.00,0.00,0.00,16.56,63.67,0.32,2.53,18.93,0.04,12.59,11.33,$6400,1.77,12.77,$4700,2.72,11.33,$80800,0.14,12.59,$10350,1.22,11.33,$4450,2.55,12.77,$4600,2.78,12.95,$6000,2.16,11.51,$5200,2.21,11.33,$17,666.47
"Jeremy Hill (RB, CIN)",SEA,#6,60,13,0.24,0.02,0.00,13.06,53.81,0.28,2.81,23.12,0.04,12.43,11.03,$6800,1.62,12.41,$6100,2.03,10.91,$101500,0.11,12.43,$11600,1.07,11.03,$4900,2.25,12.53,$4200,2.98,12.64,$6800,1.86,11.13,$6100,1.82,11.03,$20,551.5
"Matt Hasselbeck (QB, IND)",HOU,#13,61,25,248.51,1.23,1.23,1.94,3.34,0.00,0.00,0.00,0.00,12.37,13.6,$5700,2.39,13.78,$5000,2.76,12.37,$100000,0.12,13.6,$10000,1.36,14.86,$5000,2.97,13.78,$3000,4.59,16.45,$4500,3.66,13.78,$5700,2.42,13.6,$23,591.3
"LeGarrette Blount (RB, NE)",DAL,#21,62,14,0.00,0.00,0.00,10.75,49.86,0.28,2.63,23.31,0.13,12.33,11.01,$6200,1.78,12.37,$4500,2.75,11.01,$73400,0.15,12.33,$11950,1.03,11.01,$4300,2.56,12.37,$4200,2.95,12.41,$5700,2.18,11.05,$4500,2.46,11.01,$19,579.47
"Kamar Aiken (WR, BAL)",CLE,#27,63,20,0.00,0.00,0.00,0.00,0.00,0.00,4.81,60.02,0.23,12.19,9.79,$5800,1.69,12.19,$3800,3.21,9.79,$65400,0.15,12.19,$6000,2.03,9.79,$4000,2.45,12.19,$4400,2.77,12.19,$2000,6.1,9.79,$3100,3.16,9.79,$14,699.29
"Carlos Hyde (RB, SF)",NYG,#12,64,15,0.00,0.00,0.00,16.07,65.82,0.33,2.24,14.03,0.04,12.19,11.07,$7000,1.58,12.32,$4900,2.51,11.07,$84700,0.13,12.19,$12000,1.02,11.07,$4550,2.43,12.32,$4700,2.62,12.45,$5500,2.26,11.2,$4000,2.8,11.07,$21,527.14
"Joseph Randle (RB, DAL)",NE,#25,65,16,0.00,0.00,0.00,15.51,66.48,0.42,1.66,12.69,0.04,12.16,11.33,$7400,1.53,12.27,$6000,2.05,11.33,$91400,0.12,12.16,$11850,1.03,11.33,$4700,2.41,12.27,$4900,2.5,12.38,$6400,1.93,11.44,$4400,2.6,11.33,$21,539.52
"Chris Johnson (RB, ARI)",DET,#20,66,17,0.00,0.00,0.00,13.83,47.98,0.28,2.98,22.27,0.11,12.15,10.66,$7000,1.52,12.25,$4400,2.78,10.66,$81100,0.13,12.15,$10400,1.17,10.66,$4650,2.29,12.25,$4200,2.92,12.35,$5700,2.17,10.76,$5200,2.07,10.66,$14,761.43
"DeMarco Murray (RB, PHI)",NO,#31,67,18,0.00,0.00,0.00,11.74,53.15,0.32,2.61,21.40,0.05,12.13,10.82,$7400,1.46,12.23,$6200,1.97,10.82,$80000,0.14,12.13,$13400,0.91,10.82,$4550,2.38,12.23,$5600,2.18,12.33,$6000,2.06,10.92,$5500,1.99,10.82,$30,360.67
"Melvin Gordon (RB, SD)",PIT,#16,68,19,0.00,0.00,0.00,11.86,43.69,0.25,3.14,25.60,0.10,11.99,10.42,$6500,1.6,12.08,$4900,2.47,10.42,$88100,0.12,11.99,$9650,1.24,10.42,$4400,2.37,12.08,$4800,2.52,12.17,$5600,2.17,10.51,$5200,2.02,10.42,$18,578.89
"Latavius Murray (RB, OAK)",DEN,#1,69,20,0.00,0.00,0.00,13.76,52.92,0.20,2.85,21.06,0.09,11.91,10.48,$7000,1.5,11.95,$6300,1.9,10.48,$91300,0.11,11.91,$11350,1.05,10.48,$4850,2.16,11.95,$5400,2.21,11.99,$6000,2,10.52,$6100,1.72,10.48,$26,403.08
"Jimmy Graham (TE, SEA)",CIN,#11,70,5,0.00,0.00,0.00,0.00,0.00,0.00,4.27,48.05,0.48,11.88,9.74,$6600,1.48,11.92,$6100,1.95,9.74,$108600,0.09,11.88,$12650,0.94,9.74,$5250,1.86,11.92,$4300,2.77,11.96,$7300,1.64,9.78,$4600,2.13,9.74,$22,442.73
"Allen Robinson (WR, JAC)",TB,#23,71,21,0.00,0.00,0.00,0.00,0.00,0.00,4.15,62.30,0.24,11.82,9.75,$6300,1.55,11.82,$5500,2.15,9.75,$109900,0.09,11.82,$11250,1.05,9.75,$4600,2.12,11.82,$5000,2.36,11.82,$4900,2.41,9.75,$5400,1.81,9.75,$25,390
"Matt Jones (RB, WSH)",ATL,#19,72,21,0.00,0.00,0.00,11.35,47.51,0.20,2.74,22.28,0.16,11.8,10.43,$6000,1.74,11.88,$4000,2.97,10.43,$62400,0.17,11.8,$8150,1.45,10.43,$4200,2.48,11.88,$3600,3.3,11.96,$2600,4.6,10.51,$3500,3,10.43,$19,548.95
"Mike Evans (WR, TB)",JAC,#26,73,22,0.00,0.00,0.00,0.00,0.00,0.00,3.78,52.40,0.45,11.72,9.83,$7500,1.31,11.72,$6100,1.92,9.83,$107500,0.09,11.72,$10550,1.11,9.83,$4800,2.05,11.72,$5300,2.21,11.72,$6600,1.78,9.83,$5600,1.76,9.83,$24,409.58
"Brandin Cooks (WR, NO)",PHI,#5,74,23,0.00,0.00,0.00,0.11,1.97,0.00,4.57,51.12,0.31,11.68,9.39,$6800,1.38,11.71,$5900,1.98,9.39,$90900,0.1,11.68,$10850,1.08,9.39,$4550,2.06,11.71,$4900,2.39,11.74,$6000,1.96,9.42,$5600,1.68,9.39,$22,426.82
"T.J. Yeldon (RB, JAC)",TB,#23,75,22,0.00,0.00,0.00,12.40,52.49,0.24,2.62,21.02,0.07,11.67,10.36,$6600,1.57,11.75,$4400,2.67,10.36,$89100,0.12,11.67,$9400,1.24,10.36,$4500,2.3,11.75,$5200,2.26,11.83,$5400,2.19,10.44,$5700,1.83,10.36,$20,518
"Frank Gore (RB, IND)",HOU,#13,76,23,0.00,0.00,0.00,12.69,46.80,0.36,2.48,18.13,0.09,11.55,10.31,$6900,1.49,11.63,$5000,2.33,10.31,$96500,0.11,11.55,$12050,0.96,10.31,$4500,2.29,11.63,$4900,2.37,11.71,$5500,2.13,10.39,$4900,2.12,10.31,$22,468.64
"Ryan Mallett (QB, HOU)",IND,#24,77,26,197.09,1.03,1.04,3.10,14.52,0.12,0.02,-0.11,0.00,11.5,12.53,$6500,1.93,12.88,$5000,2.58,11.49,$104600,0.11,12.54,$11000,1.14,13.47,$5000,2.69,12.88,$3900,3.3,15.2,$4600,3.3,12.87,$5200,2.48,12.53,$27,464.07
